ஆ|	A:A|
ப|ா|ர|்:ன:ெ|ட|்|	B|a|r|n:e|t|t|
ப|ஸ:ூ|ப|ந|்:த:்|	B:a|z:o:o|b:a|n|d|
ப|ெ|த|ே|ட:்:ட|ி|	B|e|d|e|t:t|i|
ப|ீ|ர|ா|ச|ி|ங|்|	B|e:e|r|a|s|i|n|h|
ப|ெ|க:ு:ய|ி|ன|்|	B|e|g:u|i|n|e|
ப|ெ:ய:்|ஜ|ி|ங|்|	B|e:i|j|i|n|g|
ப|ெ|க:்|ர|ா|ர:்|	B|e|k|r|a|r|
ப|ெ|ல|்|ச:ௌ|த|்|	B|e|l|l|S:o:u|t|h|
ப|ெ|ங:்:க|ா|ள|ி|	B|e|n:g|a|l|i|
ப|ெ:ர:்|ல|ி|ன:்|	B|e:r|l|i|n|
ப|ே|ட|ா|வ|ா|ட:்|	B|e|t|a|v|a|d|
ப|ே|வ|ஃ:ப:்|ப|ை|	b|e|w:a|f|a|i|
ப|ெ|க:்:ஸ|ா|ர:்|	B|e|x|a|r|
ப|ா|ன|ு|ம|ு|க|ி|	B:h:a|a|n|u|m|u|k:h|e:e|
ப:ா|ப:்:ப|ா|ர:்|	B:h:a|b:h|a|r|
ப:ா|த:்|ர|ா|க:்|	B:h:a|d|r|a|k|
ப:ா|க:்|ய:வ|த:ி|	B:h:a|g|y:a:w|a:t:i|
ப|ை|ய:ா|ல|ா|ல:்|	B:h|a:i|y:a:a|l:a|a|l|
ப:ா|ம:்|ப|்:ர:ா|	B:h:a|m|b:h|r:a|
ப:ா|ன|ு|த|ா:ஸ:்|	B:h:a|n|u|d:a|s|
ப:ா|வ:்|ந|க|ர:்|	B:h:a|v|n:a|g:a|r|
ப|ீ|ம:்|ப|ூ|ர|ா|	B:h|e:e|m|p|u|r|a|
ப:ி|க:்|வ|ா|ன:்|	b:h:i|g|w|a|n|
ப|ி|ல|ா|வ:்|ட|ி|	B:h|i|l|a|v|d|i|
ப|ி|ல|்:வ:ா|ர|ா|	B:h|i|l|w:a|r|a|
ப|ி|ட|ி|வ|ா|ல|ா|	B:h|i|t|i|w|a|l|a|
ப:ோ|ப:்:ப|ா|ல:்|	B:h:o|p|a|l|
ப:ோ|ப|த:்|க|ர:்|	B:h:o|p:a|t|k:a|r|
ப|ு|த:்|ர|ா|ஜ:்|	B:h|u|d|r|a|j|
ப|ு|ப:்|ப|ா|ல:்|	B:h|u|p|p|a|l|
ப|ி|ச:்:ச|ி:ய:ா|	B|i|c:h|i:a|
ப|ி|க:ா|ப|ூ|ர:்|	B|i|g:h:a|p|u|r|
ப|ி|ஜ|ா|ப|ூ|ர:்|	B|i|j|a|p|u|r|
ப|ி|ஜ|ோ|ல|ி:ய:ா|	B|i|j|o|l|i:a|
ப|ி|ல:்|ப|ூ|ர:்|	B|i|l|p|u|r|
ப|ி|ல|்:க:ி|ஸ:்|	B|i|l|q:i|s|
ப|ி|ல|்:வ:ா|ய:்|	B|i|l|w:a|i|
ப|ி|ந:்:த|ி|ய|ா|	B|i|n:d|i|y|a|
ப|ி|ந:்:த|்:ர:ா|	B|i|n:d|r:a|
ப|ி|ங:்:க|ா|ம:்|	B|i|n:g|h:a|m|
ப|ி|ர|ோ|ல|ி|ய:ா|	B|i|r|o|l:i|y|a|
ப|ி|ஸ:்:க|ே|ன|்|	B|i|s:c|a:y|n|e|
ப|ி|ஸ:்|ம|ு|த|்|	b|i|s|m|u|t|h|
ப|ி|ஸ:்|வ|ா|ன:்|	B|i|s|w|a|n|
ப:ி:ள|ா|ண:்|ட:்|	b:l|a|n|d|
ப|ோ|த:்|ர:ா|ன:்|	b|o|d|h:r:a|n|
ப|ோ|ட:்:வ|ா|ட:்|	b|o|d:w|a|d|
ப|ொ|ம:்|ம|ி|ட|ி|	B|o|m|m|i|d|i|
ப|ா:ன:்|ச|ு|ன|ெ|	B|o:n|c:h|u|n|e|
ப|ோ|ர|ி|வ|ா|ல|ி|	B|o|r|i|v|a|l|i|
ப|ா:ர:்|ன|ி:ய:ோ|	B|o:r|n|e:o|
ப|ோ|ய:்|க|ா|ஸ:்|	B|o:u|y|g:u|e|s|
ப|ொ|ச|ௌ:க|்:க:ி|	b|o|u|z:o:u|k:i|
ப:ி:ர|ி|ட:்|ஜ|்|	b:r|i|d|g|e|
ப:்:ர|ி|ஜ|ே|ஷ|்|	B:r|i|j|e|s|h|
ப:ி:ர|ி|ஸ:்|க:ோ|	B:r|i|s|c:o:e|
ப:ு:ர|ூ:க|்:ஸ:்|	B:r|o:o:k|s|
ப|ா|த:்|க|ா|ம:்|	B|u|d|g|a|m|
ப|ு|ஹ|ா|ய:்|ய:ா|	B|u|h|a|y|y:a:h|
ப|ு|ல:்|த:ா|ன|ா|	B|u|l|d:h:a|n|a|
ப|ு|ன|ா|க|ெ:ன:்|	B|u|n|a|k|e:n|
ப|ு|க|ா|ய:்|ர:ா|	B|u|q|a|y|r:a:h|
ப|ு|ர:்|ஹ|ா|ர:்|	B|u|r|h|a|r|
ப|ு|க:்:ஸ|ா|ர:்|	B|u|x|a|r|
க:ை|ர:்|ப:்|ர|்|	C:a:i|r|b|r|e|
க:ை|ட:்|ல|ி|ன:்|	C:a:i|t|l|i|n|
க:ா|ல|ி:ய:ா|ன|ா|	C|a:l|i:a|n|a|
க:ா|ல|ி:க|்:ஸ:்|	C|a:l|i|x|
க|ா|ல:ி|ய:ோ|ப|்|	C|a|l:l:i|o|p|e|
க|ா|ல:ி|ஸ:்:ட|ா|	C|a|l:l:i|s:t|a|
க|ா|ல|ு|ப:்|ச|ோ|	C|A|L|U|P|S|O|
க:ா|ல|்:வ:ி|ன:்|	C|a:l|v:i|n|
க:ா|ல|்:வ:ி|ன|்|	C|a:l|v:i|n|e|
க|ே|ம:்|ப:்|ர:ீ|	C|a|m|b|r:e:e|
க|ா|ன:்:ட|ெ:ன:்|	C|a|m:d|e:n|
க|ா|ம|ி|ல:்|ல|ா|	C|a|m|i|l|l|a|
க|ா|ம|்:ட:ெ|க:்|	C|a|m|t:e|k|
க|ே|ன:்:ட|ா|ஸ|்|	C|a|n:d|a|c|e|
க|ே|ன:்:ட|ி|ஸ|்|	C|a|n:d|i|c|e|
க|ே|ன:்|த:்|ர|ா|	C|a|n|d|r|a|
க|ன:்|ன|ன|ூ|ர|்|	C:a|n|n:a|n|o|r|e|
ச|ா|ன|்:த:ா|ர|ா|	C|a|n|t:a|r|a|
க|ா|ப|ா|ர|ா|வ:்|	C|a|p|a|r|a|o|
க:ா|ப:ூ|ச|ி|ன|்|	C|a:p:u|c|i|n|e|
க:ா|ர|்:க:ி|ல|்|	C|a:r|g:i|l|l|
க:ா|ர|ி:ய:ோ|க|ா|	C|a:r|i:o|c|a|
க:ா|ர|்:ம:ெ|ன:்|	C|a:r|m:e|n|
க|ே|ர:்|ம|ை|ன|்|	C|a|r|m|i|n|e|
க:ா|ர|ோ|ல|ீ|ன|ா|	C|a:r|o|l|e|n|a|
க:ா|ர|ோ|ல|ி|ன|்|	C|a:r|o|l|i|n|e|
க:ா|ர|்:ஸ:ி|ன:்|	C|a:r|s:y|n|
க:ா|ர|்:வ:ெ|ர:்|	C|a:r|v:e|r|
க|ே:ட:்|ர|ி|ன:்|	C|a:t|r|i|n|
ச|ெ|ச|ி|ல|ி:ய:ா|	C|e|c|e|l|i:a|
ச|ெ:ட:்|ர|ி|க:்|	C|e:d|r|i|c|
ச|ெ|ர|ி|ல|ி:ய:ா|	C|e|r|e|l|i:a|
ச|ை|த:்:த|ா|ல|ி|	C:h|a:i|t|a|l|i|
ச|க:்|த:ய|ா|ள|ா|	C:h:a|k|d:a:y|a|l|a|
ச|க:்|ர|த:ா|ர|ி|	C:h:a|k|r:a|d:h:a|r|i|
ச|ம:்|ப|ா|ர|ம|்|	C:h:a|m|p|a|r|a|n|
ச:ா|ந:்:த|ா|ன|ி|	C:h:a|n:d|a|n|i|
ச:ா|ன:்:ட|ெ:ல:்|	C:h:a|n:d|e:l|
ச|ண:்:ட|ி|க|ர:்|	C:h:a|n:d|i|g|a:r:h|
ச|ன:்:ட|ி|க|ர:்|	C:h:a|n:d|i|g|a:r:h|
ச|ந:்|த:ி|ர|க|ா|	C:h:a|n|d|r:i|k|a|
ச|ா|ன|்:ன:ெ|ர|ி|	c:h|a|n|n:e|r|y|
ச|ர|ண:்|த|ா:ஸ:்|	C:h:a|r:a|n|d:a|s|
ச|ர|ண:்|ஞ|ி|த:்|	C:h:a|r:a|n|j|i|t|
ச:ா|ர|ு|ஷ|ீ|ல|ா|	C:h:a|r|u|s:h|e:e|l|a|
ச:ெ|ல:்:ஸ|ி|ய:ா|	C:h:e|l:s|e|a|
ச:ெ|ல:்:ஸ|ி:ய:ா|	C:h:e|l:s|i:a|
ச:ி|ய:ா|ங:்:க|ி|	C:h:i|a|n:k|i|
ச:ி|ட|ா|க:்|ஷ|்|	C:h:i|d|a|k|s|h|
ச:ி|ன|்|ஜ|்:ல:ி|	C:h:i|n|c|h|l:i|
ச:ி|ன:்:க|ோ|ர|்|	C:h:i|n:c|h:o|r|e|
ச|ி:ந:்|வ:ா|ர|ா|	C:h|i:n|d:w:a|r|a|
ச:ி|ட:்|ச|ோ|ர:்|	C:h:i|t|c:h|o|r|
ச:ி|ட:்:ட|ோ|ச|ெ|	C:h:i|t|o|s|e|
ச:ி|த:்:த|ே:ஷ|்|	C:h:i|t|t|e:s:h|
ச:ி|த:்|த:ூ|ர:்|	C:h:i|t|t:o:o|r|
ச:ி|ஜ|ா|ர|ி|ர|ா|	C:h:i|z|a|r|i|r|a|
க|்|ல|ோ|ர|ி|ன|்|	c|h|l|o|r|i|n|e|
க|ி|ள|ோ|ர|ி|ஸ:்|	C|h|l|o|r|i|s|
ச|ௌ:க|ி|த:ா|ர:்|	c:h|o:w:k|i|d:a:a|r|
ச:ு|ச:்:ச|ு|ர|ா|	C:h:u|c:h|u|r|a|
ச:ு|ன|ீ|ல|ா|ல:்|	C:h:u|n:n|e:e|l:a|a|l|
ச|ி:ய:ா|ன:்|ன|ா|	C|i:a|n|n|a|
ச:ி:ய|ா:ர:்|ர|ா|	C:i|a|r|a|
க:ி:ள|ா|ர|ி|ஸ|்|	C:l|a|r|i|c|e|
க:ி:ள|ா|ர|ி|ஸ|ா|	C:l|a|r|i|s:s|a|
க:ி:ள|ா|ர:்|க:்|	C:l|a|r|k|
க:ி:ள|ா|ட|ெ|ட:்|	C:l|a:u|d|e|t:t:e|
க:ி:ள|ம:ண|்:ட:்|	C:l|e:m:e|n:t|
க:ி:ள|ோ|வ|ி|ஸ:்|	C:l|o|v|i|s|
க|ோ|ல|ி|க:்|ன|ி|	C|o|l|i|g|n|y|
க|ொ|ழ:ு:ம|்|ப|ு|	C|o|l:o|m|b|o|
க|ொ|ல|ம:்|ப|ஸ:்|	C|o|l:u|m|b:u|s|
க|ோ|ர|ா|ல|ி:ய:ா|	C|o|r|a|l|i:a|
க|ா:ட:்|ட|ி:ல:்|	C|o:t|t|l:e|
க:ி:ர|ெ:ன:்|ஷ|ா|	C:r|e:n|s:h:a|w|
க:ு:ர|ூ|ச|ெ|ல|்|	C:r|u|c|e|l|l|
ச:ி:ஸ|ி|ல:்|ல|ா|	C:s|i|l|l|a|
ச|ி|த|ெ:ர|ி:ய:ா|	C|y|t|h:e:r|i:a|
த|ப|ோ|ல:்|க|ர:்|	D:a|b:h|o|l|k:a|r|
த|ா|ப|ோ|ல|ி|ம:்|	D|a|b|o|l|i|m|
ட|ா|ட|ா|ஹ|ு|ர:்|	D|a|d|a|h|u|r|
த|ா|க|ா|ப|ா|ஸ:்|	D|a|g|a|b:a|a|z|
த|ா|ன|ா|ப|ூ|ர:்|	D|a|n|a|p|u|r|
ட|ா|ர|்:ல:ீ|ன|்|	D|a|r|l:e|n|e|
ட|ா|ர:்|ல|ி|த|ா|	D|a|r|l|i|t|a|
ட|ா|ர:்|ன|ே|ல|்|	D|a|r|n|e|l|l|
த:ா|ர|ி|ட|ோ|ல|ா|	D:a:r|r|i|t|o|l|a|
த|ா|ட:்:ட|ி:ய:ா|	D|a|t|i:a|
ட|ா|ப:்:ப|ி|ன:்|	D|a:u|p:h|i|n|
ட|ெ|ப|ா|ஷ:ி|ஷ|்|	D|e|b|a|s:h:i|s|h|
த|ே|ப|ி|ப|ூ|ர:்|	D|e|b|i|p|u|r|
த|ீ|ப|ப:ி|ர|ப:ா|	D|e:e|p:a|p|r:a|b:h:a|
த|ீ|ப|ே|ந:்:த|ு|	D|e:e|p|e|n:d|u|
த|ீ|ப|ி|க:்:க|ா|	D|e:e|p|i|k|a|
ட|ெ|ல|ோ|ர|ெ:ஸ:்|	D|e|l|o|r|e:s|
ட|ெ:ர:்|ம|ோ|ட:்|	D|e:r|m|o|t|
த|ே|ஷ|ல:்|ப|ர:்|	D|e|s:h:a|l|p:a|r|
த|ே|ஷ|்:ம|ு|க|்|	D|e|s:h|m|u|k|h|
த|ே|ஷ|்:ன|ோ|க:்|	D|e|s:h|n|o|k|
த|ே|ட:்|ர|ோ|ஜ:்|	D|e|t|r|o|j|
த|ே|வ|ா|ர|ி:ய:ா|	D|e|v|a|r|i:a|
த|ே|வ|ஸ:்|த|ல|ி|	D|e|v:a|s|t:h:a|l|i|
த|ே|வ:்|த:ா|ர:்|	D|e|v|d:h:a|r|
த|ே|வ|ி|ல|ா|ல:்|	D|e|v|i|l|a|l|
த|ே|வ:்|ஜ|ீ|த:்|	D|e|v|j|e:e|t|
த|ே|வ:்|ல|ா|ல|ி|	D|e|v|l|a|l|i|
த|ே|வ:்|ந|ா|த|்|	D|e|v|n|a|t|h|
த|ே|வ:்|ப|ூ|ர|ா|	D|e|v|p|u|r|a|
த|ா|த:ி|ய:ா|ல:்|	D|h|a:d:i|a|l|
த|ா|ம|்:த:ா|ர|ி|	D:h|a|m|t:a|r|i|
த|ன:க|்:வ:ா|ட|ா|	D:h:a|n:a:k|w:a|d|a|
த|ர|ம:்|த:ீ|ப:்|	D:h:a|r:a|m|d:e:e|p|
த|ர|ம:்|ஷ|ீ|ல:்|	D:h:a|r:a|m|s:h|e:e|l|
த|ர:்|ம|ப|ு|ர|ி|	D:h:a|r|m:a|p|u|r|i|
த|ர|ம:்|ப|ா|ல:்|	D:h:a|r|m|p|a|l|
த|ெ:ன:்|க|ன|ல:்|	D:h|e:n|k:a|n:a|l|
த|ி|ல:்|வ|ா|ன:்|	D|H:I|L|W|A|N|
த|ி|ண:்:ட|்:ஸ:ா|	D:h|i|n:d|s:a|
த|்:ர:ி|த:்:த|ி|	D:h|r:i|t|i|
த|்:ய:ா|ன|ே|ஷ|்|	D:h|y:a|n|e|s|h|
ட|ி|ட|ி:ய:ே|ர:்|	D|i|d|i:e|r|
ட|ி|க:்|ப|ோ|ய:்|	D|i|g|b|o|i|
த|ி|க|்:வ:ா|ர|ா|	D|i|g:h|w:a|r|a|
ட|ி|ம:்|ப|ி:ள:்|	d|i|m|p|l:e|
த|ீ|ன|த:ய|ா:ள:்|	D|i|n|d:a:y|a:l|
த|ி|ப:்|ல|ா|ன|ா|	D|i|p|l|a|n|a|
ட:ி:ஜ|ெ:ம:்|ப|ே|	d:j|e:m|b|e|
ட:ி|ஜ|ி|ப|ௌ|ட|ி|	D|j|i|b|o:u|t|i|
ப|ா|ப|்:ல|ா|ர:்|	D|o|b|b:e:l|a:a|r|
த|ோ|ட:்|ப|ே|ல|ே|	D|o|d|b|e|l|e|
ட|ோ|ஹ|ோ|ல:்|ல:ா|	D|o|h|o|l|l:a:h|
த:ோ|ர|ி|க:ா|ட:்|	D:o:h|r|i|g:h:a|t|
ட|ோ|ய:்|வ|ா|ல|ா|	D|o|i|w|a|l|a|
ட|ா:ல:்|ப|ி|ன:்|	d|o:l|p:h|i|n|
ட|ோ|ம|ி|ன|ி|க:்|	D|o|m|i|n|i|c|
ட|ொ|ன|ா|ல:்|ட:்|	D|o|n|a|l|d|
ட:ோ|ன|ி|க:்:க|ா|	D:o:n|n|i|c|a|
த:ூ|ர|ி|ய:ா|ன:்|	D:o:o|r:i|y|a|n|
ட|ொ|ர|ோ|த:்:த|ி|	D|o|r|o|t:h|y|
த:்|ர|ு|ப|ா|த:்|	D|r|u|p|a|d|
ட|ு|ப:்:ள|ி|ன:்|	D|u|b:l|i|n|
ட|ு|க:்:க|ா|ட:்|	D|u|g:g|a|d|
ட|ு|ம:்|ப:்|ர|ா|	D|u|m|b|r|a|
த|ு|ம:்|ஹ|ா|ல:்|	d|u|m|h|a|l|
த|்:வ:ி|ஜ|ே|ஷ|்|	D|w:i|j|e|s|h|
இ|ய|த|ோ|ய:ி|ன:்|	E|a|d|o|i|n|
இ|ய|ர|்:ல:ீ|ன|்|	E|a|r|l:e|n|e|
எ:ட|க:்:க|ா|ட:்|	E:d:a|k:k|a|d|
ஈ:க|்:க:ெ|ர|ன:்|	E:e:c|k:e|r:e|n|
எ|க|ா|ச|க:்|ர|ா|	E|k|a|c:h:a|k|r|a|
எ|ல|ி|ய|ன|ா:ர:்|	E|l|e|a|n|o:r|
எ:ல:்|ஃ:ப|ா|த:்|	E:l|f|a|t|
எ:ம|ர|ா|ல:்|ட:்|	e:m:e|r|a|l|d|
எ:ர:்|ப|ி|ய:ம:்|	e:r|b|i|u:m|
ய|ூ|ர|ோ|ஹ|ை|ப|ோ|	E|u|r|o|h|y|p|o|
இ|வ|்|ல|ி|ய|ன:்|	E|v|e|l|i|e|n|
ஃ:ப|ா|அ|ட|ே|ட|்|	F|a|a|t|e|t|e|
ஃ:ப|ல|்:க:ு|ன:்|	F|a:l|g:u|n|
ஃ:ப|த|ே:க|ா|ர|்|	F|a:t|e:h:g|a|r|h|
ஃ:ப|த:ே|ப:ூ|ர:்|	F|a:t:e|h:p:u|r|
ஃ:ப|ா|வ|ி|ய:ன:்|	F|a|v|i|a:n|
ப|ெ|ட|ெ:க|்:ஸ:்|	F|e|d|E|x|
ஃ:ப|ி|ட:்|ன|ஸ:்|	f|i|t|n|e:s:s|
ப:ு:ள|ோ|ர|்|ஸ:்|	F:l|o|r|e|s|
ஃ|ப|ன:்:ட|ூ:ஷ|்|	f|u|n:t|o:o:s|h|
க|ே|ல|ா|ட|ி|ய:ா|	G|a|l|a|t|e|a|
க|ா|ல|ா|க:்:ஸ|ி|	G|a|l|a|x|y|
க|ே|ல:ா|க|ெ:ர:்|	G|a|l:l:a|g:h|e:r|
க|ா|ன|ா|ர|ா|ஜ:்|	G|a|n|a|r|a|j|
க|ா:ந:்|த:ி|க:்|	G|a:n|d:h:i|k|
க|ங:்:க|ா|த|ர:்|	G:a|n:g|a|a:d|h:a:r|
க|ா|ர:்|ச:்:ச|ா|	G|a|r|c:h|a|
க|ர:்:க|ே|க|ர:்|	G:a|r:g|e|k:a|r|
க|ா|ர:்|ன|ெ:ட:்|	g|a|r|n|e:t|
க|ா:ஸ:்|க|ி|ன:்|	G:a|s|k|i|n|
க|வ:்|ஷ|ி|ய:ர:்|	G:a|u|t|i|e:r|
க|ா|ய|்:த:்|ர|ி|	G|a|y:a|t|r|i|
க|ே|ல|ா:ர:்|ட:்|	G:a|y|l|o:r|d|
ஜ:ா|ர:்:ஜ|ீ|ன|ா|	G:e:o|r:g|i|n|a|
க:ோ|ர|ா|வ|ா|ட|ி|	G:h:o|r|a|w|a|d|i|
க:ோ|ர:்|ப|ூ|ர|ி|	G:h:o|r|p|u|r|i|
க:ு|ஃ:ப:்|ர|ன:்|	G:h:u|f|r:a|n|
க:ூ|ட:்:ட|ா|ய:்|	G:h:u|t|a|i|
க:ி:ய|ா|க|ோ|ம|ா|	G:i|a|c|o|m|o|
க|ி|ல:்|ம|ோ|ர|்|	G|i|l|m|o|r|e|
ஜ|ி:ய:ோ|வ|ி|ன|ா|	G|i:o|v:a|n|n|a|
க|ி|ர|ி|ர|ா|ஜ:்|	G|i|r|i|r:a|a|j|
க|ி|ர|்:வ:ா|ர:்|	G|i|r|w:a|r|
க:ி:ய|ூ|ல|ி:ய:ோ|	G:i|u|l|i:o|
க:ி:ல|ெ:ய:்|ன:்|	G:l|a:i|n|
க:ி:ல|ெ:ன:்|ட|ா|	G:l|e:n|d|a|
க:ி:ல|ெ|ன|ி|ஸ:்|	G:l|e|n|y|s|
க:ி:ல|ி|ன|ி|ஸ:்|	G:l|y|n|i|s|
க|ோ|க|ோ:ர|ோ|ன:்|	G|o|g|o:r:r|o|n|
க|ோ|ஹ|்:ப:ூ|ர:்|	G|o|h|p:u|r|
க|ோ|ல|ா|க:ா|ட:்|	G|o|l|a|g:h:a|t|
க|ோ|ல|ி:ய:ா|த|்|	G|o|l|i:a|t|h|
க|ொ|ன|ி:ய:ே|ன|ா|	G|o|n|e:a|n|a|
க|ோ|ர|ே|ச:ௌ|ர:்|	G|o|r|e|s:u:a|r|
க|ோ|ர|ி|ய:ா|ன:்|	g|o|r:i|y|a|n|
க|ோ|ஸ:்|வ|ா|ம:ீ|	G|o|s|v:a|a|m:e:e|
க|ோ|வ|ி|ந:்:த|ி|	G|o|v|i|n:d|i|
க:ி:ர|ா|ன|ை|ட|்|	g:r|a|n|i|t|e|
க:்|ர:ீ|ன|ி|ங|்|	g|r:e:e|n|i|n|g|
க:ி:ர|ி|க|்:ஸ:்|	G:r|i|g|g:s|
க:ி:ர|ி|ம|்|ஸ:்|	G:r|i|m|e|s|
க:ி:ர|ி|ஷ|்:ம|ா|	G:r|i|s:h|m|a|
க:ு:வ|ா|ஜ|ி|ர|ா|	G:u|a|j|i|r|a|
க|ு|க:்|ல|ா|ன|ி|	G|u|g|l|a|n|i|
க|ு|ஜ:்|ஜ|ா|ர:்|	G|u|j|j|a|r|
க|ு|ல:்|த:ா|ர:்|	G|u|l|d:h:a|r|
க|ு|ல|்:ஸ:ா|ர:்|	G|u|l|z:a|r|
க|ு|ம|ா|ஸ:்:த|ா|	g|u|m|a|s:t|a|
க|ு|ம:்|ம|ா|ன:்|	G|u|m|m|a|n|
க|ு|ம:்|ச|ு|ம:்|	G|u|m|s|u|m|
க|ு|ம|்:ட:ா|ல|ா|	G|u|m|t:a|l|a|
க|ு|ம:்|த:ா|ல:்|	G|u|m|t:h:a|l|
க|ு|ன|ர|த:்|ன|ா|	G|u|n:a|r:a|t|n|a|
க|ூ|ன:்:ட|ூ|ர:்|	G|u|n:t|u|r|
க|ு|ர:்|ஜ|ா|ர|ி|	G|u|r|j|a|r|i|
க|ு|ர:்|ஜ|ி|த:்|	G|u|r|j|i|t|
க|ு|ர:்|ன|ா|ம:்|	G|u|r|n|a|m|
க|ு|ர:்|ன:ீ|த:்|	G|u|r|n:e:e|t|
க|ு|ர:்|ப|ா|ல:்|	G|u|r|p|a|l|
க|ு|ர|்:த:ே|ஜ:்|	G|u|r|t:e|j|
க|ு|ர|ு|த|ா:ஸ:்|	G|u|r|u|d:a|s|
க|ு|ர|ு|த|ு:த:்|	G|u|r|u|d:u:t|t|
க:ி|ய:ா|ஞ|்|ச|ி|	G|y:a:a|n|i|j|i|
ஞ:ா|ன:ப:ி|ர|ப:ா|	G:y:a|n:p|r:a|b:h:a|
ஹ|ா|ட|்:ட:ா|க|்|	h|a|d|d:o|c|k|
ஹ:ை|ல|க|ன:்:ட|ி|	H:a:i|l:a|k:a|n:d|i|
ஹ|ா|ஜ|்:க:ி|ர|ி|	H|a|j|g:i|r|i|
ஹ|ம:ர|்:ஸ:்|ல:ி|	H:a|m:e:r|s|l:e:y|
ஹ|ா|ன:்|க:ா|க:்|	H|a|n|c:o:c|k|
ஹ|ர|ே|ந|்|த|ர:்|	H:a|r|e|n|_|d|r|
ஹ|ா|ஸ|்:க:ெ|ல|்|	H|a|s|k:e|l|l|
ஹ|ீ|ர|ா|ல|ா|ல:்|	H|e:e|r:a|a|l:a|a|l|
ஹ|ெ:ர:்|ம|ெ:ஸ:்|	H|e:r|m|e:s|
ஹ|ெ|ர|ி|ட:்|ட:ி|	H|e|r:r|i|t|y|
ஹ|ெ:ஸ:்|ஸ|ெ:ன:்|	H|e:s|s|e:n|
ஹ|ி|க:ி:ள|ி|ப|்|	H|i|C:l|i|f|f|
ஹ|ி|ஃ:ப|ா|ஸ|த:்|	h|i|f|a|z:a|t|
ஹ:ி:ஸ|்:ஸ:ா|ர:்|	H:i|s:a|r|
ஹ|ோ|க:்|க:ை|ட|ோ|	H|o|k|k:a:i|d|o|
ஹ|ா|ர|்|ஷ|ூ|ஸ:்|	h|o|r|e|s:h:o|e|s|
ர:ி|ஷ:ி|க|ே|ஷ|்|	H:r:i|s:h:i|k|e|s|h|
ஹ|ு|க|ா|ய:்|ம|ா|	H|u|k|a|y|m:a|h|
ஹ|ம:்|த|ர:்|த:்|	H:u|m|d:a|r|d|
ஹ|ம:்|ஸ|ஃ:ப|ர:்|	H:u|m|s|a:f:a|r|
ஹ:ு|ச|ெ:ய:ி|ன:்|	H:u:s|s|a:i|n|
ஹ:ு|ண:்:ட|ா|ய:்|	H:y:u|n:d|a|i|
இ:ன:்|ட|ி|ய:ம:்|	i:n|d|i|u:m|
இ:ந:்|த:ி:ர|ஜ:ா|	i:n|d:r|a:j:a|
ஐ|ஓ|ர|்:வ:ெ|ன:்|	I|o|r|w:e|n|
இ|ர|ா|ன|ி|ய:ன:்|	I|r|a|n|i|a:n|
இ|ர|ா|வ|த:்:த|ி|	I|r|a|w:a|t|i|
இ|ர:்|ஃ:ப|ா|ன:்|	I|r|f|a|n|
இ|ட:்|ட|ஃ|ப|க:்|	I|t|t:e|f|a|q|
இ|ந:்:த|ு|ம:ண|ி|	I|^:d|u|m:a:n|i|
ஜ|ப|ல:்|ப|ூ|ர:்|	J:a|b:a|l|p|u|r|
ஜ|ெ|ச|ி|ந:்:த|ா|	J|a|c|i|n:d|a|
ஜ:க|த:ா|ம:்|ப|ா|	J:a:g|a:d:a|m|b|a|
ஜ:க|த:ா|ன:்|ப|ா|	J:a:g|a:d:a|n|b:a|a|
ஜ|ெ:ய:்|ப|ூ|ர:்|	J|a:i|p|u|r|
ஜ|ெ:ய:்|ஸ:்|ர:ீ|	J:a|i:s|h|r:e:e|
ஜ|ெ:ய:்|ச|ு|த:ா|	J|a:i|s|u|d:h:a|
ஜ|ம:்|ப|ே|க|ர:்|	J:a|m|b:h|e|k:a|r|
ஜ|ன|ா|ர:்|த|ன:்|	J:a|n|a|r|d:a|n|
ஜ|ப|ி|ந|்|த:ர:்|	J:a|p|i|n|d|e:r|
ஜ|ா|ஸ:்|ம|ி|ன:்|	J|a|s|m|i|n|
ஜ|ெ|ய|ல|ல|ி|த|ா|	J|a|y:a|l:a|l|i|t|a|
ஜ|ெ|ய|ச|ே:க|ர:்|	J|a|y:a|s|h:e:k|h:a:r|
ஜ|ெ|ய:்|த:ீ|ப:்|	J|a|y|d:e:e|p|
ஜ|ெ|ய:்|த|ே|ன:்|	J|a|y|d|e|n|
ஜ|ா|ஸ:்|ல|ி|ன|்|	J|a|z|l|y|n|n|
ஜ|ீ|வ|ன:்|க|ல|ா|	J|e:e|v:a|n|k:a|l|a|
ஜ|ீ|வ|ன:்|ல|த:ா|	J|e:e|v:a|n|l|a:t:a|
ஜ:ெ|ன|ி|ஃ|ப|ர:்|	J:e:n|n|i|f|e|r|
ஜ|ெ|ர|ா|ல:்|ட:்|	J|e|r|a:u|l|d|
ஜ|ெ|ர|ு|ஸ|ல|ம:்|	J|e|r|u|s:a|l:e|m|
ஜ|ெ|ர|ூ|ஸ|ல|ம:்|	J|e|r|u|s:a|l:e|m|
ஜ|ா|ம:்|ப|ா|ர|ி|	J:h|a|m|b:a|a|r|i|
ஜ|ு|ஞ:்:ஜ|ு|ன|ு|	J:h|u|n:j|h:u|n|u|
ஜ|ி|ப:்|ர|ி|ல:்|	J|i|b|r|i|l|
