ஆ|	A:a|
ம|ா|ன|வ:்|	M|a|n:a|v|
ம|ா|ன:்|ச|ெ|ஸ:்|ட|ர:்|	M|a|n|c:h|e|s|t:e|r|
ம|ே:ன:்|ச|ெ|ஸ:்|ட|ர:்|	M|a:n|c:h|e|s|t:e|r|
ம|ெ|ட|்:ர|ோ|ப|ா|ல|ி|ட:்:ட|ன|்|	M|e|t|r|o|p|o|l|i|t|a|n|
ய:ூ:ன|ி|வ:ர|்:ச|ி:ட|்:ட:ி|	U:n|i|v:e:r|s|i|t:y|
ம:ந|்:த|ா|	M:a:n|d|a|
ம|ண:்|ட:க|்:ர|ந|்:த:ா|	M:a|n|d:a:k|r|a:n|t:a|
ம|ன:்:ட|ப:ே|	M:a|n:d|a:p:e|
ம:ந|்:த|ர|ா|	M:a:n|d|a:r|a|
ம|ண:்:ட|ே|	M:a|n:d|e|
ம:ன|்:த|ி:ர:்|	M:a:n|d|i:r|
ம|ா|ன:்:ட|ு|	M|a|n:d|u|
ம|ே:ண:்|ட|ி|	M|a:n|d|y|
ம|ே:ண:்|ட|ி|	M|a:n|d|y|
ய:ச:்|ச:ா|த:்|	Y:a|c:h:a|d|
ம:ன|்:ட:ி|ய:ா|	M:a:n|d:y|a|
ம:ன|ீ|ஷ|ா|	M:a:n|e:e|s:h:a|a|
ம|ங:்|க:ல:்|	M|a:n:g|a:l|
ப|ா|ன:்:ட|ே|	P|a|n:d|e:y|
ம:ங|்:க|ல:ா|	M:a:n|g|a:l:a|
ம|ங|்|க:ள|ா|	M|a|n|g:a:l|a|
ம:ங|்:க|ல|க|ி|ர|ி|	M:a:n|g|a:l:a|g|i|r|i|
ம:ங|்:க|ள:ூ|ர|்|	M:a:n|g|a:l:o|r|e|
க:ெ|ம:்|	C:h:e|m|
ம|ங:்|க|த:்|	M|a:n:g|a|t|
ம:ங|்:க|ே|ஷ|்|	M:a:n|g|e|s|h|
ம:ங|்:க|ே|ஷ|்|க|ர:்|	M:a:n|g|e|s:h|k|a|r|
ம:ங|்:க|ல|	M:a:n|g|l:a|
க|ௌ:ர|ி|	G|a:u:r|i|
ம:ங|்:க|ு|	M:a:n|g|u|
ம:ங|்:க|ு|	M:a:n|g|u|
த|ா|த|ா|	D|a|d|a|
ம|ா|ண|ி|க:்|	M|a|n|i|k|
ம|ண:ி|க|ு|ண|்:ட|ல:ா|	M|a:n:i|k|u|n|t|a:l:a|
ம|ண:ி|ம|ு|க:்|த|ா:ந|த:ி|	M|a:n:i|m|u|k|t:h|a:n:a|d:h:i|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
ம|ண:ி|ம|ு|த:்:த|ா:ற:ு|	M|a:n:i|m|u|t:h|a:r|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
ம:ன|ி|ந:்:த|ர|்|	M:a:n|i|n:d|e|r|
ம:ன|ி|ப:்:ப|ூ:ர:்|	M:a:n|i|p|u:r|
ட|ு|ட:ே|	T|o|d:a:y|
ம|ண:ி|ப|ூ|ர|ி|	M|a:n:i|p|u|r|i|
ம|ண:ி|ப:்:ப|ூ|ர|ி|	M|a:n:i|p|u|r|i|
ம:ன|ீ|ஷ|்|	M:a:n|i|s|h|
ம|ஞ:்:ச|ர|ீ|க:்|	M:a|n:j|a:r|e:e|k|
ம|ஞ:்:ச|ீ|ர:்|	M:a|n:j|e:e|r|
ம:ன|்:ஜ|ி:ய|ா|வ|ா|ல|ி|	M:a:n|j|i|a|w|a|l|i|
ம|ஞ:்:ச|ூ|ஷ|ா|	M:a|n:j|o:o|s:h:a|a|
ம|ஞ:்:ச|ு|	M:a|n:j|u|
க:ப|ூ|ர:்|	K:a:p|o:o|r|
ம|ஞ:்:ச|ு|ள|ா|	M:a|n:j|u|l|a|
ம|ு|ன:ச|ி:ங|்:க:ே|	M|u|n:a:s|i:n:g|h:e|
ம:ன|்:ஜ|ு:ர|ல:்|	M:a:n|j|u:r:a|l|
இ|ஸ:்|ல|ா:ம:்|	I|s|l|a:m|
ர|ா|ன|ா|	R|a|n|a|
ம|ஞ:்:ச|ு|ஸ|்|ர|ீ|	M:a|n:j|u|s|h|r|e:e|
ம:ன|்:க|ு|	M:a:n|k|u|
ம:ன|்:ம|ோ:ஜ|ி|	M:a:n|m|o:u:j|i|
ம:ன|்:ம|ு|க:்:க|ா|ன|ி|	M:a:n|m|u|k:h|a|n|i|
ம:ன|்:ன|ா|	M:a:n|n|a|
க:ி|ற:ி|ஸ|்:ட|ி|ய:ன:்|	C|h:r:i|s|t|i|a:n|
ப|ெ|ல:்|ல:ோ|ஷ:ி|ப:்|	F|e|l|l:o:w|s:h:i|p|
ம|ா|ன:ி|ங|்|	M|a|n:n:i|n|g|
ம|ே|ன|ன|்|	M|a|n|o|n|
ம:ன|ோ|ர|த|ா|	M:a:n|o|r|a:t:h|a|
ம:ன|்:ச|ு|க|்|	M:a:n|s|u|k|h|
ம:ன|்:ச|ூ|ர:ா|	M:a:n|s|u|r:a:h|
ம:ந|்:த:்|ர|ா|ன|ா|	M:a:n|t|r|a|n|a|
ம:ன|்:ஸ:ா|ன|ா|	M:a:n|z:a|n|a|
ம:ன|்:ஸ:ி|ல:்|	M:a:n|z:i|l|
ம:ன|்:ஸ:ி|ல:்|	M:a:n|z:i|l|
ம:ன|்:ஸ:ி|ல:்|	M:a:n|z:i|l|
ம:ன|்:ஸ:ி|ல|ெ:ன:்|	M:a:n|z:i|l|e:n|
அ:வ:ு|ர:்|	A:u|r|
ப|ி|	B:h|i|
ஹ|ை|ன:்|	H|a:i|n|
ம:ன|்:ச|ூ|ர:்|	M:a:n|z|o:o|r|
ம:ன|்:ஸ|ூ|ர:்|	M:a:n|z|o:o|r|
ம:ன|்:ச|ூ|ர:்|	M:a:n|z|o:o|r|
அ|க|்|த|ர:்|	A|k|h|t:a|r|
ம:ன|்:ச|ூ|ர:்|	M:a:n|z|o:o|r|
இ|ல|ா|ஹ|ி|	E|l|a|h|i|
ம:ே:ப|்:ப|ி:ள:்|	M:a|p|l:e|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ம:ப|ு|ட|ோ|	M:a:p|u|t|o|
ம:க|்:ச:ா|த:்|	M:a:q|s:a|d|
ம:க|்:ஸ|ூ|த:்|	M:a:q|s|o:o|d|
ர|ா|ன|ா|	R|a|n|a|
ம:ர|ா|த:்:த|ே|	M:a:r|a|t:h|e|
ம:ர|ா|த:்:த|ி|	M:a:r|a|t:h|i|
ம:ர|ா:த|ா:ன:்|	M:a:r|a:t:h|o:n|
ம|ா|ர|த:்:த|ா:ன:்|	M|a|r:a|t:h|o:n|
ம|ா|ர|்:க|ா|ன|்:ட|ோ|ன|ி|ய:ோ|	M|a|r|c|a|n|t|o|n|i|o|
க|ோ|ல|ோ|ன|்:ன|ா|	C|o|l|o|n|n|a|
ம|ா|ர|்|ச:ல:்|	M|a|r|c|e:l|
ப|ெ|ன:ோ:ய|ி|ஸ|்:ட:்|	B|e|n:o|i|s|t|
ப:்:ர|ை|ஸ|்|	P:r|i|z|e|
ம|ா:ர:்|ச|ோ|வ|ெ|ல|ெ|ட|்:ட|ே|	M|a:r|c:h|o|v|e|l|e|t|t|e|
ம|ா|ர|்:க:ோ|	M|a|r|c:o|
ம|ா|ர|்:க:ோ|ன|ி|	M|a|r|c:o|n|i|
ப:்:ர|ை|ஸ|்|	P:r|i|z|e|
ம|ா:ர:்|க:்|ஸ:்|	M|a:r|c|s|
ம:ெ:க|்:க|ு|ர:ே|	M:c|g|u|i:r:e|
ம|ா:ர:்|க:்|க:ஸ:்|	M|a:r|c|u:s|
ம|ா:ர:்|த:்|	M|a:r|d|
க|ி|	K|i|
ஸ:ப|ா|ன:்|	Z:a:b|a:a|n|
ம|ா|ர|்:த|்:-:இ|-|ம|ை|த|ா|ன:்|	M|a|r|d|-:e|-|m|a:i|d|a|n|
ம|ா|ர|்:த|ா|ங|்:க|ி|	M|a|r|d|a|n|g|i|
ம|ா:ர:்|த|வ:்|	M|a:r|d:a|v|
ம:ர|ீ|ச:்:ச|ி|	M:a:r|e:e|c:h|i|
ம:ர|ெ:ன:்|	M:a:r|e:n|
ம|ா|ர|்:க:்|ர|ட|்|	M|a|r|g:a|r|e|t|
த:ி|ய:ே:ட|்:ட|ர|்|	T:h:e|a|t|r|e|
ம:ர|்:க|ூ|ப:்|	M:a:r|g|h:o:o|b|
ம|ா|ர|்:க|ோ|	M|a|r|g|o|
க|ா|ர|ி|ப|்|	C|a|r|i|b|e|
ம|ா|ர|ி|ய:ன:்|	M|a|r|i|a:n|
ம:ர|ி:ய|ே|ன|்|	M:a:r|i|a|n:n|e|
வ|ி|ல:்:ல|ி|ய|ம|்:ச:ன|்|	W|i|l:l|i|a|m|s:o|n|
ம:ர|ி|ப|ெ|த|்|	M:a:r|i|b|e|t|h|
ம|ா|ர|ி|க|ோ|	M|a|r|i|c|o|
இ:ண:்|ட:ஸ|்:ட:்|ர:ீ|ஸ:்|	I:n|d:u:s|t|r:i:e|s|
ம|ே|ர|ி|ய:ல:்|	M|a|r|i|e:l|
ம:ர|ீ:ட|்:ட|ா|	M:a:r|i:e:t|t|a|
ம|ா|ர|ி|க|ா|	M|a|r|i|k|a|
க|ோ|ட|ோ|ப:வ|்:ல|ி|	K|o|t|o|p:o:u|l|i|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ம|ே|ர|ி|ல|ு|	M|a|r|i|l|u|
ம:ர|ி|ய:ோ|	M:a:r|i|o|
க|ு|வ:ோ:ம|ோ|	C|u|o:m|o|
ம|ா|ர|ி|ய:ன:்|	M|a|r|i|o:n|
ம:ர|ீ|ச|ெ|ல|ா|	M:a:r|i|s|e|l|a|
ம|ா|ர|ி|ய:ஸ:்|	M|a|r|i|u:s|
ம:ர|ி|ய|ா|	M:a:r|i|y|a|
ம|ே|ர|்:ஜ|ீ|ன|்|	M|a|r|j|e|a|n|
ம|ே|ர|்:ஜ:ோ|ர:ி|	M|a|r|j:o|r:i:e|
ம|ா|ர|்:க:்|	M|a|r|k|
ம|ா|ர|்:க:்|	M|a|r|k|
அ|ல|ே|ன|்|	A|l|l:e:y|n|e|
ம|ா|ர|்:க:்|	M|a|r|k|
ப|ை|ல:ே|	B|a:i|l:e:y|
ம|ா|ர|்:க:்|	M|a|r|k|
ப|ெ|ன|்:ச:ன|்|	B|e|n|s:o|n|
ம|ா|ர|்:க:்|	M|a|r|k|
ப:ட|்:ச|ர:்|	B:u:t|c:h:e|r|
ம|ா|ர|்:க:்|	M|a|r|k|
ட|ெ|க|்|க:ர:்|	D|e|k|k|e:r|
ம|ா|ர|்:க:்|	M|a|r|k|
ஹ|ஸ:்|ல|ம:்|	H:a|s|l:a|m|
ம|ா|ர|்:க:்|	M|a|r|k|
ஹ|ி:க|்:ஸ:்|	H|i:g:g|s|
ம|ா|ர|்:க:்|	M|a|r|k|
ர|ி|ச|்:ச|ட|்:ச:ன|்|	R|i|c:h:a|r|d|s:o|n|
ம|ா|ர|்:க:்|	M|a|r|k|
ட|்:வ|ெ:ய:்|ன:்|	T|w|a:i|n|
ம|ா|ர|்:க:்|க:ு:வ|ி|க|்|	M|a|r|k|q:u|i|c|k|
ம|ா|ர:்:ல|ா|	M|a|r:l|a|
ம|ா|ர:்:ல|்|ப|ர:ோ|	M|a|r:l|b:o:r|o|u:g:h|
ம|ா|ர:்:ல|்:ப|ோ|ர:ோ|	M|a|r:l|b:o:r|o|u:g:h|
ம|ா:ர:்|ல:ி|	M|a:r|l:e:e|
ம:ர|்:ல|ா:ன:்|	M:a:r|l|o:n|
ம:ர|ோ|க|ே|	M:a:r|o|k|e|
ம|ே:ர|ே|ஜ|்|	M:a|r:r:i|a|g|e|
ப|ி:ய|ோ|ர|ே|	B|u|r|e|a:u|
ம|ா:ர:்|ஸ:்|	M|a:r|s|
ஹ|ி|ல|்|	H|i|l|l|
ம|ா|ர|்:ச:ா|ப|ி:ட:்|	M|a|r|s:a|b|i:t|
அ:ண:்|ட:்|	A:n|d|
ர|ி:ச|ர:்|வ|்|	R|e:s:e|r|v|e|
ம|ா|ர|்:ஷ|ல|்|	M|a|r|s:h:a|l|l|
ம|ா|ர|்:ட|ா|	M|a|r|t|a|
ம|ா|ர|்:த:ா|	M|a|r|t:a|
ம|ா|ர|்:ட|ா|ண:்:ட|ா|	M|a|r|t|a|n:d|a|
ம:ர|்:த:ே|	M:a:r|t:e|
த|ம:்|	D:a|m|
த|க:்|	T:a|k|
ம|ா:ர:்|த|ா|	M|a:r|t:h|a|
ஸ:்:ட|ூ:வ|ர|்:ட:்|	S:t|e:w:a|r|t|
ம|ா:ர:்|ட:்:ட|ி:ன:்|	M|a:r|t|i:n|
க|ெ|ன|்:ட:்|	K|e|n|t|
ம|ா:ர:்|ட:்:ட|ி:ன:்|	M|a:r|t|i:n|
ல:வ|்|	L:o:v|e|
ம|ா|ர|்:ட|ி:ன:்|	M|a|r|t|i:n|
ச|ு|ஜ|ி|	S|u|j|i|
ம|ா:ர:்|ட:்:ட|ி|ன|ா|	M|a:r|t|i|n|a|
ம|ா:ர:்|ட:்:ட|ி|ன|்|	M|a:r|t|i|n|e|
ம|ா|ர|்:ட:ி|ன:்|	M|a|r|t:y|n|
ப|ா|ல|்|	B|a|l|l|
ம|ா|ர|ு|ப|ெ|ன|ி|	M|a|r|u|b|e|n|i|
ம:ர|ூ|ஃ:ப:்|	M:a:r|u|f|
ம:ர|ூ|த:்|	M:a:r|u|t|
ம|ா|ர|ு|ட:்|	M|a|r|u|t|
ம|ா|ர|ு|த|ி|	M|a|r|u|t|i|
உ|த:்|ய|ோ:க:்|	U|d|y|o:g|
ல|ி|ம|ி|ட|ெ|ட:்|	L|i|m|i|t|e|d|
ம:ர|்:வ:்|	M:a:r|v|
ம|ா:ர:்|வ|ன:்|	M|a:r|v:a|n|
அ:ட:்|ட|ப:்:ப|ட|்:ட|ு|	A:t|a|p:a|t|t|u|
ம|ா|ர|்:வ:ெ|ல:்|	M|a|r|v:e|l|
ம|ே:ன:்|	M|a:n|
ம|ா:ர:்|வ|ே|ல|ா|	M|a:r|v|e|l|a|
ம|ா|ர|்:வ:ி|	M|a|r|v:i|
ம:ர|்:வ:ி|ன:்|	M:a:r|v:i|n|
ம|ா|ர|்:வ:ி|ன:்|	M|a|r|v:i|n|
எ:ச:்|	H|
ம:ெ:க|்:க:ி|ன|்:ட:ை|ர|்|	M:c|i|n|t:y|r|e|
ம|ா|ர|்:வ|ா|	M|a|r|w|a:h|
ம|ர:்|வ|ன:்|	M:a|r|w:a|n|
ம|ே|ர|ி|	M|a|r|y|
ஆ|ண|்:ட|ோ:ய:்|ன|ெ|ட|்:ட|ி|	A|n|t|o:i|n|e|t|t|e|
ம:ர|்:ய:ா|த|ா|	M:a:r|y:a|d|a|
ம:ர|்:ய|ூ|ம:்|	M:a:r|y|u|m|
ம|ச|ர|த:்|	M:a|s:a:r|r:a|t|
ம:ஸ|்:க:ா|ன:்|	M:a:s|c:o|n|
க:்:ள|ோ:ப|ல:்|	G:l|o:b:a|l|
ம|ா|ஸ|்:க:ா|ன:்|	M|a|s|c:o|n|
க:்:ள|ோ:ப|ல:்|	G:l|o:b:a|l|
ம|ஷ|ூ|த:்|	M:a|s:h|h:u|d|
ம|ா:ஷ|ூ:க|ா|	M|a:s:h|o:o:q|a|
ஃ:ப:ை|ச|ா|ல|்|	M:a|s|o|o|d|
இ|க:்:ப|ா|ல:்|	I|q:b|a|l|
ம|ா|ஸ|ூ|ம:்|	M|a|s|o:o|m|
ம:ச|ூ|ம:ா|	M:a:s|o:o|m:a:h|
ம:ஸ|்:ர|ூ:ர:்|	M:a:s|r|u:r|
ம|ா|ஸ|்|	M|a|s|s|
ம:்:ய|ூ:ச:்|ச:ு:வ|ல:்|	M|u:t|u:a|l|
ல|ை|ப|்|	L|i|f|e|
ம|ா|ஸ|்:ஸ|ெ|ன|ா|	M|a|s|s|e|n|a|
ம|ா|ஸ|்:ஸ|ெ|ன|்:ஹ|ோ|வ|ெ:ன:்|	M|a|s|s|e|n|h|o|v|e:n|
ம|ஸ:்|ஸ:ி|	M:a|s|s:e:y|
ய:ூ:ன|ி|வ:ர|்:ச|ி:ட|்:ட:ி|	U:n|i|v:e:r|s|i|t:y|
ம:ஸ|்:ஸ|ி|ம|ோ|	M:a:s|s|i|m|o|
ம:ஸ|்:த:ா|ன|ா|	M:a:s|t:a|n|a|
ம|ா:ஷ|ூ|க:்|	M|a:s:h|o:o|q|
ம:ஸ|்:த:ா|ன|ி|	M:a:s|t:a|n|i|
ம|ே:ஸ:்|ட|ெ|க:்|	M|a:s|t|e|k|
ம:ச|ூ|த:்|	M:a:s|u|d|
ம|ா|த|ா|	M|a|t|a|
ம|ட:்|ட:வ:்|-|க|ே:ப:ி|ள|்|	M:a|t|a:v|-|c|a:b|l|e|
ச|ி|ஸ:்|ட|ம:்|ஸ:்|	S|y|s|t:e|m|s|
ம|ீ|ட|ி:ய|ா|	M|e|d|i|a|
ம|ா|ட|ீ|ன:ா|	M|a|t|e:e|n:a:h|
ம|ா:த|ா|ர|ு|	M|a:t:h|a|r|u|
ம|த:்:த|ே:ய:ு|	M:a|t:h|e:w|
ச|ி|ன:்:க|ி:ள|ே:ய:்|ர:்|	S|i|n:c|l|a:i|r|
ம|த:்:த|ி|ல:்:ட|ா|	M:a|t:h|i|l:d|a|
ம|த:்:த|ி|ல:்:ட|ே|	M:a|t:h|i|l:d|e|
ம|த|்:ம|ே|ஷ|்|	M|a:t:h|m|e|s|h|
ம|த|ூ|ர|ா|	M|a:t:h|u|r|a|
ம|ட:்:ட|ி|ல:்:ட|ா|	M:a|t|i|l:d|a|
ம|ட:்:ட|ி|ல:்:ட|ே|	M:a|t|i|l:d|e|
ம:த|்:க|ா|ர|ி|	M:a:t|k|a|r|i|
ம|ட|்:ல|ூ|ப:்|	M:a|t|l|o:o|b|
ம:த|ோ|ன|்|க|ர:்|	M:a:t|o|n|d|k:a|r|
ம|ே:ட:்|ர|ி:க|்:ஸ:்|	M|a:t|r|i|x|
ல|ே:ப:்|	L|a:b|
ம|ட|்:ச|ு:ஷ|ி|ட:்:ட|ா|	M:a|t|s|u:s:h|i|t|a|
எ|ல:க|்:ட|ி:ர|ி:க:்|	E|l:e:c|t|r|i:c|
இ:ண:்|ட:ஸ|்:ட|ி:ர|ி|ய:ல:்|	I:n|d:u:s|t|r|i|a:l|
ம|ா|த:்|ஸ:்|ய|ா|	M|a|t|s|y|a|
க|ா:ந:்|த:ா|	G|a:n|d:h:a|
ம|ா|ட|்|	M|a|t|t|
ஹ|ா:ர:்|ன|்|	H|o:r|n|e|
ம|ா|த|்|ய|ூ|	M|a|t:t|h|e|w|
ஹ|ோ|க|்:க|ா:ர:்|ட:்|	H|o|g|g|a:r|d|
ம|ா|த|்|ய|ூ|	M|a|t:t|h|e|w|
வ:ா|க:்|க:ர:்|	W:a:l|k|e:r|
ம|ட|்:ட|ு|	M:a|t|t|u|
ம|ா|த|்:வ|ா|ல|ா|	M|a|t|w|a|l|a|
ம|ா|த|்:வ|ா|ல|ெ|	M|a|t|w|a|l|e|
ம|ா|ட|்:வ|ா|ன|ி|	M|a|t|w|a|n|i|
ம:ௌ|ல|ா|ன|ா|	M:a:u|l|a|a:n:a|a|
ம:ௌ|ன|ா|	M:a:u|n|a|
ல|ோ|வ|	L|o|a|
ம|வ:ு|ன:த|்|	M:a|u|n:a:t|h|
ப|ன:்|ஜ|ன:்|	B:h:a|n|j:a|n|
ம|ௌ:ர|ி|ஸ|்|	M|a:u:r|i|c|e|
ம|ௌ:ர|ி|ல|ி|ய:ோ|	M|a:u:r|i|l|i|o|
ம|ொ:ர|ீ:ஷ|ி|ய:ஸ:்|	M:a|u|r:i:t|i|u:s|
ம|ௌ:ர|ி|ஸ:ி:ய|ோ|	M|a:u:r|i|z:i|o|
ம:ௌ|ச:ம|ீ|	M:a:u|s:a:m|e:e|
ம|ௌ:ச|ம|ி|	M|a:u:s|m|i|
ம:வ|ே|	M:a:v|e|
ம|ஹ|ா|வ|ி|ப:்|	M|a|w|a|h:i|b|
ம|ா|வ|ல:்|	M|a|w:a|l|
ம:வ|ா|ன|ா|	M:a:w|a|n|a|
ச|ு|க|ர:்|	S|u|g:a|r|
ம:வ|ி|ய:ா|	M:a:w|i|y:a:h|
ம|ே|க:்:ச|ி:ம:்|	M|a|x|i:m|
க|ா|ர|்:ச:ி|	G|a|r|c:i|
ம|ா|க:்:ஸ|ி|ம|ா|	M|a|x|i|m|a|
ம|க:்:ஸ|ை|ம|்|	M:a|x|i|m|e|
ம|ா|க:்:ஸ|ி|ம|ி|ல|ி|ய:ன:்|	M|a|x|i|m|i|l|i|a:n|
ம|ா|ய|ா|	M|a|y|a|
ஏ|ஞ|்|ச|ல|ோ|	A|n|g|e|l|o|
ம:ய|ி|ல|ா|ட|ு|த|ு|ற:ை|	M:a:y|i|l|a|d|u|t|u|r:a:i|
ம|ா|ய|ோ|	M|a|y|o|
ம|ா|ய|ோ:ன:்|	M|a|y|o:n|
ம|ே:ச|ன:்|	M:a|y:s:u|n|
ம:ய|ூ:ர:்|	M:a:y|u:r|
ம:ய|ூ|ர|ி|	M:a:y|u|r|i|
ம|ா:ஸ:்|த|	M|a:z|d:a|
ம:ோ:ட|்:ட:ா|ர:்|	M:o|t:o|r|
ம:ஸ|்:த|ூ|ர:்|	M:a:z|d|o:o|r|
ம:ஸ|்:த|ூ|ர:்|	M:a:z|d|o:o|r|
ஸ|ி|ந:்:த|ா|ப|ா|த:்|	Z|i|n:d|a|b|a|d|
ம|ா:ஸ|ா|ர|ு:ல:்|	M|a:z:h|a|r|u:l|
ஹ|ா|க:்|	H|a|q:u:e|
ம|ா|ஸ|ு|ர|்:க|ா|	M|a|z|u|r|k|a|
ம:ெ:க|்:க|ா|ல:ே|	M:c|c|a:w|l:e:y|
ம:ெ:க|்:க|ு|ல:ோ|ஷ|்|	M:c|c|u|l:l:o|c|h|
ம:ெ:க|்:ட|ோ|க|ல:்|	M:c|d|o:u|g:a|l|
ம:ெ:க|்:க:ி|ன|்:த:ோ|ஷ|்|	M:c|i|n|t:o|s|h|
ம:ெ:க|்:க|ி|ல|ெ|	M:c|k|i|l|e|
ம:ெ:க|்:ப|ை:ல|்|	M:c|p|h:a:i|l|
ம:ே:ய|ா|	M:e|a|
ம|ெ|த|ா|க:்|	M|e|d|a|k|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஃ:ப:ா|ர:்|	F:o|r|
ஹ|ீ|ர|ோ|ய:ி:ச|ம:்|	H|e|r|o|i:s|m|
இ:ன:்|	I:n|
ச|ி|ல:்|வ|ர:்|	S|i|l|v:e|r|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஃ:ப:ா|ர:்|	F:o|r|
ர|ெ|ஸ|்:க|்:ய:ூ|	R|e|s|c|u:e|
அ:ட:்|	A:t|
ச:ீ|	S:e:a|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஆ:ஃ|ப:்|	O|f|
ஹ|ீ|ர|ோ|ய:ி:ச|ம:்:,|	H|e|r|o|i:s|m:,|
ம|ி|ல|ி|ட:்:ட|ர:ி|	M|i|l|i|t|a:r:y|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஆ:ஃ|ப:்|	O|f|
த:ி|	T:h:e|
ஆ|ர|்|ட|ர:்|	O|r|d|e|r|
ஆ:ஃ|ப:்|	O|f|
ம|ெ|ர|ி:ட:்|	M|e|r|i:t|
ஃ:ப:ா|ர:்|	F:o|r|
த:ி|	T:h:e|
ஃ:ப|ா|த:ர|்|ல|ே:ண:்|ட:்|	F|a|t:h:e|r|l|a:n|d|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஆ:ஃ|ப:்|	O|f|
உ:ஷ|ா|க|ோ|வ:்|	U:s:h|a|k|o|v|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஆ:ஃ|ப:்|	O|f|
வ|ே|ல|ர:்|	V|a|l|o:u:r|
ம|ெ|ட:ல|்|	M|e|d:a:l|s|
ஆ:ஃ|ப:்|	O|f|
ஹ|ா:ன|ர:்|	H|o:n:o|r|
ம|ே:த|ஸ:்|வ|ீ|	M|e:d:a|s|v|e:e|
ம|ெ|ட|்:க:ோ|	M|e|d|c:o|
ஹ:ெ|ல|்:த:்|	H:e:a|l|t:h|
ச|ல:்|ய|ூ:ஷ|ன:்|ஸ:்|	S:o|l|u|t:i:o|n|s|
ம|ே:த|ா|	M|e:d:h|a|
ம|ே|த|ா|	M|e|d:h:a|a|
ம|ே|த|ா|வ|ி|	M|e|d:h:a|a|v|e:e|
ம|ே:த|ா|வ|ி|	M|e:d:h|a|v|i|
ம|ே:த|ே:க|ர:்|	M|e:d:h|e:k:a|r|
ம|ெ|ட|ி|ச:ி:ய|ோ|	M|e|d|i|c:e|o|
ஹ|ோ|ல:்:ட|ி|ங|்:க|்:ஸ:்|	H|o|l:d|i|n|g|s|
ம|ெ:த:்|ன|ி|ப|ூ:ர:்|	M|e:d|n|i|p|u:r|
ம|ெ|ட:்:வ|ி:ன:்|	M|e|d:w|i:n|
ம|ெ|ட:்|ஸ:ி|ப|ி|ஸ|்|	M|e|d|z:h:y|b|i|z|h|
ம|ீ|ன|ா|	M|e:e|n|a|
ம|ீ|ன:ா|	M|e:e|n:a:a|
ம|ீ|ன|ா:ர:்|	M|e:e|n|a:r|
ம|ீ|ர|ா|	M|e:e|r|a|
ம|ீ|ர:ா|	M|e:e|r:a:a|
ம|ீ|ர|ா|ப|ா|ய:்|	M|e:e|r|a|b|a|i|
ம|ீ|ர|ட|்|	M|e:e|r|u|t|
ம|ீ|த:்|	M|e:e|t|
ம|ீ|ட:்|	M|e:e|t|
ஒ|ன|்|	O|n|e|
க|ி:ர|ே|ட|்|	G|r|e|e|t|
ஒ|ன|்|	O|n|e|
ம|ே|க:்|	M|e|g|
ம|ே|க|ன:்|	M|e|g:a|n|
ம|ே|க|்|	M|e|g|h|
ம|ே|க|ச|ந:்|த:்|	M|e|g:h:a|c:h:a|n|d|
ம|ே:க|ம:ா|ல|ா|	M|e:g:h|a:m:a|l|a|
ம|ே:க|ன:ா|	M|e:g:h|a:n:a|
ம|ே:க|ா|ன:ா|த:்|	M|e:g:h|a|n:a:a|d|
ம|ே:க|ன:ா|த:்|	M|e:g:h|a:n:a|a:t:h|
ம|ே:க|ஷ|்:ய|ா:ம:்|	M|e:g:h|a:s:h|y|a:m|
ம|ே:க|்:ன|ா|த:்|	M|e:g:h|n|a|d|
ம|ெ|ஹ|ா|க:்|	M|e|h|a|k|
ம|ெ|ஹ|ா:த|ி|ர|ா|ட|்:ட|ா|	M|e|h|a:n:d|i|r|a|t|t|a|
ம|ெ|ஹ:ர|்:ப|ா|ன:்|	M|e|h:a:r|b|a:a|n|
ம|ெ|ஹ:ர|்:ப|ா|ன|ி|	M|e|h:a:r|b|a|n|i|
ம|ெ|ஹ:்:ப|ூ:ப|ா|	M|e|h:b|o:o:b|a|
ம|ெ:ஹ:ஃ|ப:்:ப|ி|ல:்|	M|e:h|f|i|l|
ம|ெ:ஹ:்|ம:ா|ன:்|	M|e:h|m:a:a|n|
ம|ெ|ஹ:்:ர|ா:ப:்|	M|e|h:r|a:b|
ஹ|ோ|ஸ:்|ஸ:ெ|ன:்|	H|o|s|s:a:i|n|
ம|ெ|ஹ|்:ச:ா|ன:ா|	M|e|h|s:a|a:n:a|
ம|ே|ஹ:்:த|ா:ப:்|	M|e|h:t|a:b|
ம|ே|ஹ:ு:ல|்|	M|e|h:u|l|
ம|ெ|ய:்:ஜ|ர|்|	M|e|i:j|e|r|
