a:a|	ஆ|
l|a|n|d|g:u|a|r|d|	ல|ே|ண:்|ட:்|க|ா|ர:்|ட:்|
l|a|n:g|h:a|m|	ல|ன|்|க|ம:்|
p|l|a|c|e|	ப:ி|ள|ே|ஸ|்|
o:f|f|i|c|e|	ஆ|ஃ:ப|ி|ஸ|்|
l:a|n|g|s|t|o|n|e|	ல|ா|ங:்|ஸ:்|ட|ோ|ன|்|
l|a|n|i|e|r|	ல|ா|ன|ி|ய|ர:்|
l:a|n|k|e|s|h|	ல|ங:்|க|ே|ஷ|்|
l:a|n|k|e|s|h:v|a|r|	ல|ங:்|க|ே|ஷ:்|வ|ர|்|
l:a|n|k|s|t:o|n|	ல|ங|்|ஸ:்|ட|ன:்|
l|a|n|o|p|t|i|c|s|	ல|ா|ன:்|அ|ப:்|ட|ி|க:்|ஸ:்|
l|a|n|t|i|n|	ல|ா|ன:்|ட|ி|ன:்|
l|a|n|z|a|r|o|t|e|	ல|ா|ன:்|ஸ|ா|ர|ோ|த|ே|
l:a|p:a|r|w|a|h|	ல|ப|ா|வ|ா|ஹ:்|
l|a|p|p|e:e|n|r|a|n|t|a|	ல|ா|ப:்|ப|ீ|ன:்|ர|ா|ன:்|ட|ா|
l:a|q|e:e|t|	ல|க|ி|த:்|
l|a|r|a|m|i:e|	ல|ா|ர|ா|ம|ி|
l:a|r|c|h|m|o|n|t|	ல|ர:்|ச|்|ம|ோ|ண:்|ட:்|
a|v|e|n|u|e|	அ|வ|ெ|ன:்|ய|ு|
l|a|r:r|y|	ல|ா|ர|ி|
g|o|m|e|s|	க|ோ|ம|்|ஸ:்|
l:a|t:a|a|p:a|r|n|	ல|த|ா|ப|ர:்|ன:்|
l:a|t|h|r|o|p|	ல|த|்|ர|ோ|ப:்|
l:a|t|i|f|a:h|	ல|த|ி|ஃ:ப|ா|
l:a|t|i|k|a|	ல|த|ி|க|ா|
l:a|t|u|r|	ல|த:்|த:ூ|ர:்|
l|a|u|d|	ல|வ|ு|ட:்|
l:a|u|d|e|r|d|a|l|e|	ல|ா|ட|ெ|ர:்|ட|ே|ல|்|
l:a|u|r:e|l|	ல|ா|ர|ல:்|
l:a|u|r:e|n|	ல|ா|ர|ன:்|
l:a|u|r:e|n|c|e|	ல|ா|ர|ன:்|ஸ|்|
o|l|i|v:i|e|r|	ஆ|ல|ி|வ|ர|்|
l:a|u|r:e|n|t|	ல|ா|ர|ன:்|ட:்|
l:a|u|r|e|u:s|	ல|ா|ர|ஸ|்|
s|p|o|r|t|s|	ஸ:்|ப|ோ|ர:்|ட:்|ஸ:்|
l|a|u|w|e|r|s:h|o|e|k|	ல|ா|வ:்|வ|ெ|ர:்|ஷ|ூ|ய:ி|க:்|
l|a|v|	ல|ா|வ:்|
k|u|s|h|	க|ு|ஷ|்|
l:a|v|e|r|n|e|	ல|வ|ெ|ர:்|ன|்|
l:a|v|i|n|a|	ல|வ|ி|ன|ா|
l:a|w:a|a|t|e|	ல|வ|ா|த|ே|
l:a|w|a|n|d|a|	ல|வ|ா|ண:்|ட|ா|
l|a|x|m:a|n|	ல|க:்|ஷ:்|ம|ன:்|
s|i|v:a|r|a|m|a|k|r:i|s|h|n:a|n|	ச|ி|வ|ர|ா|ம|ா|க:ி|ர|ு:ஷ|்|ண|ன:்|
l|a|x|m|i|	ல|க:்|ஷ:்|ம|ி|
n|a|r|a|y:a|n|	ந|ா|ர|ா|ய|ன:்|
l|a|y:a|r|	ல|ா|ய|ர:்|
l:a|y|y:a|h|	ல|ய:்|ய|ா|
l|a|z:a|r|	ல|ா|ஸ|ர:்|
l|e|a|n|e|	ல|ி|ய:ா|ன|்|
l:e|a:n|n|	ல|ீ|ன:்|
l|e|a|n:n|e|	ல|ி|ய|ன|்|
l|e|b:a|n|o|n|	ல|ெ|ப|ன|ா|ன:்|
l|e|c|e|a|	ல|ெ|ச:ி|ய|ா|
l|e|d|a|	ல|ே|ட|ா|
g|e|r|m:o|n|	ஜ|ெ|ர:்|ம|ன:்|
l|e:e|d|s|	ல|ீ|ட:்|ஸ:்|
b|r|a|d|f|o|r|d|	ப:ி|ர|ா|ட|்:ப|ோ|ர:்|ட:்|
l|e:e|l:a|a|	ல|ீ|ல|ா|
l|e:e|l|a|m:a|y|e:e|	ல|ீ|ல|ா|ம|ய|ி|
l|e:e|n|a|	ல|ீ|ன|ா|
l:e|i|	ல|ீ|
y|u:e|	ய|ு|
m:u|n|	ம|ன:்|
l|e|l|	ல|ெ|ல:்|
l|e|l|e|	ல|ே|ல|ே|
l|e|n|a|w|e:e|	ல|ி|ன|ா|வ|ீ|
l|e|n|c|i|	ல|ெ|ன:்|ஸ|ி|
l|e|n|c|o|i|s|	ல|ெ|ன|்:க|ா|ய:்|ஸ:்|
m|a|r:a|n|h|e|n|s:e|s|	ம|ா|ர|ன:்|ஹ|ெ|ன:்|ச|ஸ:்|
l|e|o|	ல|ி|ய:ோ|
t|o|l|s|t|o|y|	ட|ா|ல:்|ஸ:்|ட|ா|ய:்|
l|e|o|n|	ல|ி|ய:ா|ன:்|
l|e|o|n|a|	ல|ி|ய:ோ|ன|ா|
l|e|o|n|a|r|d|	ல|ி|ய:ோ|ன|ா|ர:்|ட:்|
n|i|m|o|y|	ந|ி|ம|ோ|ய:்|
d|i|	ட|ி|
c|a|p|r|i|o|	க|ா|ப:்|ர|ி|ய:ோ|
l|e|o|n|t|y|n|e|	ல|ி|ய:ோ|ன:்|ட|ி|ன|்|
l|e|o|p|o|l|d|	ல|ி|ய:ோ|ப|ோ|ல:்|ட:்|
l|e|p|a|n|t|o|	ல|ெ|ப|ா|ன:்|ட|ோ|
l|e|s|	ல|ெ|ஸ:்|
l|e|s|l:e|y|	ல|ெ|ஸ:்|ல|ி|
l|e|t:h|i|a|	ல|ெ|த|ி|ய:ா|
l|e|t|i|t|i|a|	ல|ெ|த|ி|த|ி|ய:ா|
l|e|u|s:e|u|r|	ல|ி|ய:ூ|ஸ|ு|ர:்|
l|e|v:a|n|a|	ல|ெ|வ|ன|ா|
l|e|v:a|r|	ல|ே|வ|ர:்|
b:u|r|t:o|n|	ப|ர:்|ட|ன:்|
l|e|v|e|r|e:t|t|	ல|ெ|வ|ெ|ர|ெ|ட:்|
f|a|r:r|a|k:h|a|n|	ஃ:ப|ா|ர|ா|க|ா|ன:்|
l|e|x|i|	ல|ெ|க:்|ஸ:ி|
l|e|x|i|n|e|	ல|ெ|க:்|ஸ:ி|ன|்|
l|i|a|m|	ல|ி|ய|ம:்|
n|e:e|s:o|n|	ந|ீ|ச|ன:்|
p|l:u|n|k|e:t|t|	ப:ி|ள|ன:்|க|ெ|ட:்|
l|i|b:e|r|a|c|e|	ல|ி|ப|ர|ே|ஸ|்|
l|i|b|e|r|t|e|	ல|ி|ப|ெ|ர:்|ட|ெ|
l|i|b|r:a|r|y|	ல|ை|ப:்|ர|ர|ி|
c|o|n|g|r:e|s|s|	க|ா|ங:்|க:ி|ர|ஸ|்|
l|i|v:i|n|g|	ல|ி|வ|ி|ங:்|
l|e|g:e|n|d|	ல|ெ|ஜ|ண:்|ட:்|
l|i|b|r|e|v|i|l|l|e|	ல|ி|ப:்|ர|ே|வ|ி|ல:்|ல|ே|
l|i|c|i|a|	ல|ி|ச|ி|ய:ா|
l|i|e|r:r|e|	ல|ி|ய:ெ|ர|்|
l|i|e|r|s|	ல|ை|ய|ர:்|ஸ:்|
l|i|e|z|e|l|e|	ல|ை|ய|ஸ|ெ|ல|ெ|
l:i|g:h|t|	ல|ை|ட:்|
l|i|h|i|r|	ல|ி|ஹ|ி|ர:்|
l|i|l:a|c|	ல|ி|ல|க:்|
l|i|l|i|k|a|	ல|ி|ல|ி|க|ா|
l|i|l|k|a|	ல|ி|ல:்|க|ா|
l|i|l|l|i|	ல|ி|ல:்|ல|ி|
l|i|l:l|i|a|n|	ல|ி|ல|ி|ய|ன:்|
l|i|m|a|y|e|	ல|ி|ம|ா|ய|ே|
l|i|m:a|z:a|h|	ல|ி|ம|ஸ|ா|
l|i|n|	ல|ி|ன:்|
l|i|n|c|o:l|n|	ல|ி|ங|்|க|ன:்|
l|i|n|d|a|	ல|ி|ண:்|ட|ா|
r|o|n|s|t:a|d|t|	ர|ோ|ன:்|ஸ:்|ட|ா|த:்|
t|r|i|p|	ட:்|ர|ி|ப:்|
l|i|n|d|y|	ல|ி|ன:்|ட|ி|
h|o|p|	ஹ|ா|ப:்|
l|i|n|g:a|n:a|m:a|k|k|i|	ல|ி|ன:்|க|ன|ம|க:்|க|ி|
l|i|n|o|r|e|	ல|ி|ன|ோ|ர|்|
l|i|o|n|e|l|	ல|ி|ய:ோ|ன|ெ|ல:்|
l|i|s|a|	ல|ி|ச|ா|
m|a|r|i:e|	ம|ே|ர|ி|
l|i|s|b:o|n|	ல|ி|ஸ:்|ப|ன:்|
p|o|r|t|e|l|a|	ப|ோ|ர:்|ட|ெ|ல|ா|
l|i|s:e|t|t:e|	ல|ி|ச|ட|்|
l|i|t|a|n|	ல|ி|ட|ா|ன:்|
l|i|t|t|l|e|	ல|ி|ட:்|ட|ல|்|
r|i|c:h|a|r|d|	ர|ி|ச|்:ச|ர:்|ட:்|
l|i|t|t|o|r|i|o|	ல|ி|ட:்|ட|ோ|ர|ி|ய:ோ|
l|i|v:e|r|p|o:o|l|	ல|ி|வ|ர:்|ப|ூ|ல:்|
m|o:o|r|e|s|	ம|ூ|ர|்|ஸ:்|
l|i|v|e:t|t|	ல|ி|வ|ெ|ட:்|
l|i|v:i|n|g|s|t:o|n|	ல|ி|வ|ி|ங:்|ஸ:்|ட|ன:்|
l|i|v|v|y|	ல|ி|வ:்|வ|ி|
l|i|y:a|a|k:a|t|	ல|ி|ய|ா|க|த:்|
l:l|o|y|d|s|	ல|ா|ய:்|ட:்|ஸ:்|
l|o|c:h|a|n|	ல|ோ|ச|்:ச|ன:்|
l|o|c|k:e|r|i|d|g|e|	ல|ா|க:்|க|ர|ி|ட:்|ஜ|்|
l|o|c|k|e|t|	ல|ா|க:்|க|ெ|ட:்|
k|a|h|e|n|g|e|	க|ா|ஹ|ெ|ங:்|க|ே|
l|o|g|i|t|e|c:h|	ல|ா|க|ி|ட:ெ|க|்|
l|o|h|g|a|d|	ல|ா|ஹ:்|க|ா|த:்|
l|o|h|o:u|	ல|ோ|ஹ|ோ|
l|o|j|k|i|	ல|ோ|ஜ:்|க|ி|
l|o|k:a|a:d|h:i|p|	ல|ோ|க|த|ி|ப:்|
l|o|k:a|d|i|	ல|ோ|க|த|ி|
l|o|k|a|p:a|a|l|	ல|ோ|க|்|ப|ா|ல:்|
l|o|k:a|y:a|n|	ல|ோ|க|ய|ன:்|
l|o|l|a|	ல|ோ|ல|ா|
l:o|m|b|a|r|d|	ல|ம:்|ப|ா|ர:்|ட:்|
l|o|m|e|	ல|ோ|ம|்|
l|o|m|o|n|o|s|o|v|	ல|ொ|ம|ோ|ன|ோ|ச|ோ|வ:்|
l|o|n|a|	ல|ோ|ன|ா|
l|o|n|d:h|e|	ல|ோ|ன:்|த|ே|
l:o|n|d:o|n|	ல|ண:்|ட|ன:்|
g|a|t|w|i|c|k|	க|ா|ட:்|வ|ி|க|்|
l|u|t:o|n|	ல|ூ|ட|ன:்|
m|e|t|r|o|p|o|l|i|t|a|n|	ம|ெ|ட:்|ர|ோ|ப|ா|ல|ி|ட:்|ட|ன:்|
l|o|r|e|l:e|i|	ல|ோ|ர|ி|ல|ி|
l|o|r|e|n|a|	ல|ோ|ர|ி|ன|ா|
l|o|r|i|	ல|ோ|ர|ி|
l|o|r|i|m:e|r|	ல|ோ|ர|ி|ம|ர:்|
l|o|r|n|a|	ல|ோ|ர:்|ன|ா|
l|o|r|n|e|	ல|ோ|ர:்|ன|்|
l|o|r:r|e|t|t|a|	ல|ோ|ர|ெ|ட:்|ட|ா|
l|o|r|é:a|l|	ல|ோ|ர:ி|ய|ல:்|
l|o|t|t|e|	ல|ோ|ட:்|ட|ே|
l:o|u|a|n:n|a|	ல|ு|வ:ா|ன|ா|
l:o|u|i|e|	ல|ு|ய|ி|
l|o|u|i|s|	ல|ூ|ய|ி|ஸ:்|
a:r|m|s|t|r|o:n|g|	ஆ|ம:்|ஸ:்|ட:்|ர|ா|ங:்|
l:o|u|i|s|e|	ல|ு|ய:ி|ஸ|்|
l:o|u|r|d|e|s|	ல|ூ|ர:்|த|்|ஸ:்|
m:u|r|d:e|r|	ம|ர:்|ட|ர:்|
s|i|m|l|a|	ச|ி|ம:்|ல|ா|
m|a|r:r|i:a|g|e|	ம|ே|ர|ே|ஜ|்|
l|o|v|e|t|t|e|	ல|ோ|வ|ெ|ட:்|ட|ே|
l|o|v:e|y|	ல|ோ|வ|ி|
l|o|v|i:e|	ல|ோ|வ|ி|
l|o:w|e|r|	ல|ோ|ய|ர:்|
n|i|r:a|r|	ந|ி|ர|ர:்|
l|u|	ல|ு|
l|u|a|h|	ல|ு|வ|ா|
l|u|a|n|a|	ல|ு|வ|ன:்|ன:ா|
l|u|a|n|d|a|	ல|ு|வ:ா|ன:்|ட|ா|
l|u|b:a|b:a|h|	ல|ு|ப|ா|ப|
l|u|b|a|n|a|	ல|ு|ப|ா|ன|ா|
l|u|c|i|a|	ல|ு|ச|ி|ய:ா|
l|u|c|i|a|n|o|	ல|ூ|ச|ி|ய:ா|ந|ொ|
p:a|v|a|r|o|t|t|i|	ப|வ|ா|ர|ோ|ட:்|ட|ி|
l|u|c:i|e|	ல|ு|ச|ி|
l|u|c|i|l:l|e|	ல|ு|ச|ி|ல|ி|
l|u|c|k|e:t|t|	ல|ு|க:்|க|ெ|ட:்|
l:u|c|k|y|	ல|க:்|க|ி|
l|u|c|y|	ல|ு|ச|ி|
l|u|d:h|i|a|n|a|	ல|ூ|த|ி|ய:ா|ன|ா|
l|u|d|w|i|g|	ல|ு|த:்|வ|ி|க:்|
b|e|e|t|h:o|v:e|n|	ப|ீ|த|்:த|ோ|வ|ன:்|
l|u|g|e|	ல:்|ய:ூ|க|்|
l|u|k|a|s|	ல|ு|க|ா|ஸ:்|
l|u|k|e|	ல|ு|க|்|
l|u|k|t|u|k|e|	ல|ு|க:்|த|ு|க|ே|
l:u|m|p|s|	ல|ம:்|ப:்|ஸ:்|
l|u|n:g|l|e:i|	ல|ு|ங|்:ல|ே|
l|u|q|m:a|n|	ல|ு|க:்|ம|ன:்|
l|u|t|	ல|ு|த:்|
l|u|t|a|a|o:o|	ல|ு|த|ா|வ|ூ|
l|u|t|e|t:i|u|m|	ல|ு|ட|ெ|ஷ|ி:ய|ம:்|
l|u|t|f|i|	ல|ு|த:்|ஃ:ப|ி|
l:u|x|e|m|b:o|u|r|g|	ல|க:்|ச|ம:்|ப|ர|்|க:்|
l:u|x|o|r|	ல|க:்|ச|ர:்|
l|u|z|e|r|n|e|	ல|ு|ஸ|ெ|ர:்|ன|ெ|
l|y|c:h|n|o|s|t|a|t|i|s|	ல|ை|க|்:ன|ா|ஸ:்|ட|ை|ட|ி|ஸ:்|
l|y|n|	ல|ி|ன:்|
l|y|n|e|t|t:e|	ல|ி|ன|ெ|ட|்|
l|y|s|a|n|d|r|a|	ல|ி|ச|ா|ண:்|ட:்|ர|ா|
m|a|	ம|ா|
a|s|	அ|ஸ:்|
s:a|m|a|	ச|ம|ா|
f|o|i|	ஃ:ப|ோ|ய:்|
a|n|c:h|a|l|	அ|ன|்|ச|ல:்|
b|a|d|l|a|	ப|ா|ட:்|ல|ா|
l|o:o|n|g|a|	ல|ூ|ங:்|க|ா|
m:a|a|d:h|u|r|e:e|	ம|ா|த|ு|ர|ீ|
m:a|a|k:h|a:l|k|a|r|	ம|ா|க|ல|்|க|ர:்|
m:a|a|n:a|k:a|l:a|a|l|	ம|ா|ன|க|ல|ா|ல:்|
m:a|a|n:a|s|e:e|	ம|ா|ன|ஸ|ீ|
m:a|a|r|	ம|ா|ர:்|
d:h|a:a|d|	த|ா|த:்|
m:a|a|t|i|	ம|ா|ட:்|ட:ி|
b|a|l|i|d:a|n|	ப|ா|ல|ி|த|ன:்|
m:a|a|n|g|e|	ம|ா|ங:்|க|ெ|
m|a|n|a|s|	ம|ா|ன|ா|ஸ:்|
m:a|a|y:a|a|r:a|a|m|	ம|ா|ய|ா|ர|ா|ம:்|
m|a|b|	ம|ா|ப:்|
m|a|b|e|l|	ம|ா|ப|ெ|ல:்|
m:a|c|a:r|i|a|	ம|க:ா|ர|ி|ய:ா|
m|a|c|e|d|o|n|i|a|n|	ம|ா|க:்|ச:ீ|ட|ோ|ன|ி|ய|ன:்|
c:o|n|t|e|m|p|o|r:a|r|y|	க|ா:ன|்:ட|ெ|ம:்|ப|ோ|ர|ர|ி|
t:h|e|s|s|a|l|o|n|i|k|i|	த|ெ|ஸ:்|ஸ|ா|ல|ோ|ன|ி|க|ி|
m|a|c|h|h|a|l|	ம|ா|ச|்|ஹ|ா|ல:்|
m|a|c:k|e|n|z|i:e|	ம:ெ|க|்|க|ன:்|ஸ|ி|
m|a|c|k|i|n|a|c|	ம|ா|க:்|க|ி|ன|ா|க:்|
m|a|d|	ம|ா|ட:்|
b:h|a:r|e|	ப|ர|ே|
n:a|i|n|	ந|ய:்|ன:்|
m|a|d:a|m|	ம|ே|ட|ம:்|
z|a|p|a|t|t|a|	ஸ|ா|ப|ா|ட:்|ட|ா|
m:a|d:a|n|	ம|த|ன:்|
m:a|n|j|a|r|i|	ம|ஞ:்|ஜ|ா|ர|ி|
m:a|d:a|n:a|p:a|a|l|	ம|த|ன|ப|ா|ல:்|
m:a|d:a|n|g|o|p|a|l|	ம|த|ன:்|க|ோ|ப|ா|ல:்|
m|a|d|d|o|c|k|	ம|ே|ட:்|ட|ா|க|்|
m|a|d|e|i|r|a|	ம|ா|த|ே|ய:்|ர|ா|
m|a|d:e|l:e|i|n|e|	ம|ே|ட|ல|ீ|ன|்|
m|a|d:e|l|i|a|	ம|ே|ட|ல|ி|ய:ா|
m|a|d|e|s|h|	ம|ா|த|ே|ஷ|்|
m|a|d|g|e|	ம|ா|ட:்|க|ி|
m:a|d|h:a|v|d|a|s|	ம|ா|த|வ:்|த|ா|ஸ:்|
m|a|d:h|a:v|i|	ம|ா|த|வ|ி|
m|a|d:h|o|s|h|	ம|ா|த|ோ|ஷ|்|
m|a|d:h|u|	ம|ா|த|ு|
m:a|d:h|u|c:h|a:n|d|a|	ம|த|ு|ச|ந|்|த:ா|
m:a|d:h|u|k|	ம|த|ு|க:்|
m:a|d:h|u|k|a|r|	ம|த|ு|க:்|க|ர:்|
m:a|d:h|u|m:a|a|n|	ம|த|ு|ம|ா|ன:்|
m:a|d:h|u|m:a|l|a|t|i|	ம|த|ு|ம|ல|ா|த|ி|
m:a|d:h|u|m:a|t|i|	ம|த|ு|ம|த|ி|
m:a|d:h|u|m|i|t|a|	ம|த|ு|ம|ி|த|ா|
m:a|d:h|u|n|i|s:h|a|	ம|த|ு|ன|ி|ஷ|ா|
m:a|d:h|u|p|	ம|த|ு|ப:்|
m:a|d:h|u|s|u|d:a|n|	ம|த|ு|ச|ு|த|ன:்|
m:a|d:h|u|s|u|d:h|a|n|	ம|த|ு|ச|ு|த|ன|்|
m:a|d|i|h:a|h|	ம|த|ி|ஹ|ா|
m:a|d|i|n|e|	ம|த|ி|ன|ெ|
g|a|l|i|y|a|n|	க|ா|ல|ி|ய|ா|ன:்|
m|a|d|i|s:o|n|	ம|ா|ட|ி|ச|ன:்|
m|a|d|l|i|e|n|a|	ம|ா|ட:்|ல|ி|ய:ே|ன|ா|
m:a|d|r|a|	ம|த:்|ர|ா|
m|a:d|r|a|s|	ம:ெ|ட|்:ர|ா|ஸ:்|
m:a|d|r|i|d|	ம|ட:்|ர|ி|ட:்|
b|a|r|a|j|a|s|	ப|ா|ர|ா|ஜ|ா|ஸ:்|
m:a|d|u|r|a|	ம|த|ு|ர|ா|
g:a|r|m|e|n|t|s|	க|ர:்|ம|ெ|ண:்|ட:்|ஸ:்|
m:a|d|u|r:a|i|	ம|த|ு|ர|ை|
m|a|e|	ம|ா|ய:ீ|
m:a|e|g:a|n|	ம|ே|க|ன:்|
m|a|f|i|z|u|r|	ம|ா|ஃ:ப|்:ப|ி:ஸ|ு|ர:்|
m:a|g:a|n|	ம|க|ன:்|
m:a|g:a|r|	ம|க|ர:்|
m|a|g|d|a|	ம|ே|க:்|ட|ா|
m|a|g:e|n|t|a|	ம|ெ|ஜ|ந:்|த|ா|
m|a|g|i|c|	ம|ே|ஜ|ி|க:்|
m|a|g|n|a|n|i|m|e|	ம|ா|க:்|ன|ா|ன|ி|ம|்|
m:a|g|n:a|r|	ம|க:்|ன|ர:்|
m|a|g|n|i|f|i|c|e|n|t|	ம|ா|க:்|ன|ி|ஃ:ப|்:ப|ீ:ச|ெ|ண:்|ட:்|
m|a|g|o|f|f|i|n|	ம|ா|க|ோ|ஃ:ப|்:ப|ி|ன:்|
m:a|g|r|o:o|r|	ம|க:்|ர|ூ|ர:்|
s|e:a|m|l|e:s|s|	ச|ீ|ம:்|ல|ெ|ஸ:்|
m:a|h|a|	ம|ஹ|ா|
s:a|t|i|	ச|த|ி|
m|a|i|n|a|	ம|ே|ய:்|ன|ா|
s|u|n|d:a|r|i|	ச|ு|ந:்|த|ர|ி|
s:h|a|k|t|i|m:a|a|n|	ஷ|க|்|த|ி|ம|ா|ன:்|
m:a|h:a|a|b|a|l|e:e|	ம|ஹ|ா|ப|ா|ல|ி|
m:a|h:a|a|b|o|d:h|i|	ம|ஹ|ா|ப|ூ|த|ி|
m:a|h:a|a|c:h|a|a:r|y|	ம|ஹ|ா|ச|ா|ர|ி|
m:a|h|a|a|k:s|h|	ம|ஹ|ா|க:்|ஷ|்|
m:a|h:a|a|m:a|n|t|r|e:e|	ம|ஹ|ா|ம|ந:்|த:்|ர|ி|
m:a|h:a|a|n|	ம|ஹ|ா|ன:்|
m:a|h:a|a|r:a|a|j:a|a|	ம|ஹ|ா|ர|ா|ஜ|ா|
m:a|h:a|a|r:a|a|j|a|s|i|n|h|	ம|ஹ|ா|ர|ா|ஜ|ா|ச|ி|ங|்|
m:a|h:a|a|t|i|k|t|	ம|ஹ|ா|த|ி|க:்|த:்|
m:a|h:a|a|v:a|t|	ம|ஹ|ா|வ|த:்|
m:a|h|a|b:a|l|	ம|ஹ|ா|ப|ல:்|
m:a|h|a|b|a|l|a|	ம|ஹ|ா|ப|ா|ல|ா|
m:a|h|a|d|e|v|	ம|ஹ|ா|த|ே|வ:்|
v:e|r|m|a|	வ|ர:்|ம|ா|
m|a|h:a|g:a|n:a|p:a|t|i|	ம|க|ா|க|ண|ப|த|ி|
m:a|h|a|j:a|n|	ம|ஹ|ா|ஜ|ன:்|
m:a|h:a|k|	ம|ஹ|க:்|
m:a|h|a|k:a|l|e|s|h|w:a|r|	ம|ஹ|ா|க|ல|ே|ஷ|்|வ|ர:்|
j:y|o|t|i|r|l|i|n|g:a|	ஜ|ோ|த|ி|ர:்|ல|ி|ங:்|க|
m:a|h|a|k|u|t:t|a|	ம|ஹ|ா|க|ு|த|ா|
m:a|h|a|l|i|a|	ம|ஹ|ா|ல|ி|ய:ா|
m:a|h|a|m|a|y|a|	ம|ஹ|ா|ம|ா|ய|ா|
m:a|h|a|n:a|d|i|	ம|ஹ|ா|ந|த|ி|
m:a|h|a|n:a|g:a|r|	ம|ஹ|ா|ந|க|ர:்|
g|a|s|	க|ே|ஸ:்|
v|i|k|r:a|m|	வ|ி|க:்|ர|ம:்|
m:a|h|a|r|a|n|i|	ம|ஹ|ா|ர|ா|ன|ி|
j:h|a|n|s|i|	ஜ|ா|ன:்|ஸ|ி|
m:a|h|a|r|a|s:h|t|r|a|	ம|ஹ|ா|ர|ா|ஷ|்:ட|்:ர|ா|
m:a|h|a|r:a|t:h|i|	ம|ஹ|ா|ர|த|ி|
k:a|r|n|a|	க|ர:்|ன|ா|
m:a|h:a|r|s:h|i|	ம|ஹ|ர:்|ஷ|ி|
m:a|h|a|s:a|t|i|	ம|ஹ|ா|ஸ|த|ி|
t|u|l|s|i|	த|ு|ல:்|ச|ி|
m:a|h|a|s|w|e|t|a|	ம|ஹ|ா|ஸ:்|வ|ே|த|ா|
m:a|h|a|t|m|a|	ம|ஹ|ா|த:்|ம|ா|
m:a|h|a|v|e:e|r|	ம|ஹ|ா|வ|ீ|ர:்|
m:a|h|a|v|i|r|a|	ம|ஹ|ா|வ|ீ|ர|ா|
m:a|h|e|n|d|r|a|g:a|r|h|	ம|ஹ|ே|ந:்|த:ி|ர|ா|க|ர:்|ஹ:்|
m:a|h|e|s|	ம|ஹ|ே|ஸ:்|
g|o:o|n:a|t|i|l:l|e:k|e|	க|ூ|ண|த|ி|ல|க|ே|
m:a|h|e|s:h|i|n|d:e|r|	ம|ஹ|ே|ஷ|ி|ந:்|த|ர:்|
m|a|h|i|a|	ம|ா|ஹ|ி|ய:ா|
m:a|h|i|j|u|b|a|	ம|ஹ|ி|ஜ|ு|ப|ா|
m:a|h|i|n|d|r|a|	ம|ஹ|ி|ந:்|த:்|ர|ா|
g|e|s|c|o|	க|ெ|ஸ|்:க|ோ|
d|e|v:e|l:o|p|e|r|s|	ட|ெ|வ|ல|ப:்|ப|ர:்|ஸ:்|
m:a|h|i|r|a|	ம|ஹ|ி|ர|ா|
m:a|h|m|o:o|d|	ம|ஹ:்|ம|ூ|த:்|
h:a|m|i|d|	ஹ|ம|ீ|த:்|
s:h|a|b|i|s|t|a|r|i|	ஷ|ா|ப|ி|ஸ:்|த|ா|ர|ி|
m:a|h|o|b|a|	ம|ஹ|ூ|ப|ா|
m:a|h|o|g:a|n|y|	ம|ஹ|ோ|க|ன|ி|
m:a|h|o|m:m|e|d|	ம|ஹ|ோ|ம|ெ|த:்|
g:h|a|u|s|	க|ா|ய:ெ|ஸ:்|
m:a|h|o|t|s:a|a:h|	ம|ஹ|ோ|த:்|ஸ|ா|
m:a|h|r|a|j|g:a|n|j|	ம|ஹ:்|ர|ா|ஜ:்|க|ன:்|ஞ:்|
m:a|h|u|m|	ம|ஹ|ு|ம:்|
m:a|i|d|a|	ம|ே|ட|ா|
m:a|i|k|	ம|ை|க:்|
c:h|u|p|	ச|ு|ப:்|
r:a|h|u|n|g|i|	ர|ஹ|ூ|ங:்|க|ி|
k|a|r|n|e|	க|ா|ர:்|ன|ே|
c:h|a|l|a|	ச|ா|ல|ா|
s|u|h|a|g|a|n|	ச|ு|ஹ|ா|க|ா|ன:்|
m|a|i|n|e|	ம|ே|ய:்|ன|்|
j|e:e|n|a|	ஜ|ீ|ன|ா|
s|e:e|k|h|	ச|ீ|க|்|
l|i|y|a|	ல|ி|ய|ா|
m|a|i|n|p|u|r|i|	ம:ெ|ய|ி|ன:்|ப|ூ|ர|ி|
m:a|i|r|e|	ம|ே|ர|ி|
m:a|i|r|e|a|d|	ம|ே|ர|ி|ய|ட:்|
m:a|i|t|r|e:e|	ம|ை|த:்|ர|ி|
m:a|i|t|r|e|y|i|	ம|ை|த:்|ர|ே|ய|ி|
m:a|i|z|e|r|e|t|	ம|ை|ஸ|ே|ர|ெ|ட:்|
m|a|j:a|a|l|	ம|ா|ஜ|ா|ல:்|
m:a|j|a|r|o:o|h|	ம|ஜ|ா|ர|ூ|ஹ:்|
m|a|j|d|	ம|ா|ஜ:்|த:்|
m|a|j|d|i|	ம|ா|ஜ:்|த|ி|
m|a|j:o|r|	ம|ே|ஜ|ர:்|
l|e:a|g:u|e|	ல|ீ|க|்|
o:f|f|e|n|s|i|v|e|	அ|ஃ|ப|ன:்|ச|ி|வ|்|
p|l:a|y|e|r|	ப:்|ள|ே|ய|ர:்|
y|e|a|r|	இ|ய|ர|்|
r|o|o|k|i:e|	ர|ூ|க:்|க|ி|
m:a|k:a|i|l|a|	ம|க|ை|ல|ா|
