द|	t:h:e|
व|ि|य|ो|ग|ी|	V|i|y|o|g|e:e|
व|ॉ|ल|्:ग|ा|	V|o|l|g|a|
व|ो|ल|्:ग|ा|	V|o|l|g|a|
व|ॉ|ल:्:व|ो|	V|o|l:v|o|
व|ॉ|स|ग|े|स|	V|o|s|g|e|s|
व|ृ:त|्:त:ि|	v|r:i:t|t:i|
व|्:य:ा|प|क|	V|y:a|p|a:k|
व|े|ल|ह|े|म|	W:a|e|l|h|e|m|
व|ा|ह|ब|ा|न|	W|a|h|b|a|n|
व|ह|ी|द|ा|ह|	w:a|h|i|d|a|h|
व|ज|ी|ह|ा|ह|	W|a:j|i|h|a|h|
व|ल|ी|ह|ा|ह|	W|a:l|i|h|a|h|
व|ल|ि|य|ा|ह|	W|a:l|i|y|a|h|
व|ा|ल|्:ट|र|	W|a|l|t|e:r|
व|र:्:द|ा|ह|	W:a|r:d|a|h|
व|ा|र:्:न|र|	W|a|r:n|e:r|
व|स|ी|म|ा|ह|	W:a|s|i|m|a|h|
व|े|ल|ै|ं|ड|	W|a:y|l|a|n|d|
व|े|ड|ल|ॉ:क|	w|e|d|l|o:c:k|
व|े|ल:्:ड|न|	W|e|l:d|o:n|
व|े:ल|म|े|न|	W|e:l:l|m|a|n|
व|े|ं|ड|े:ल|	W|e|n|d|e:l:l|
व|े|म|ा:उ|थ|	W|e:y|m:o|u|t:h|
व|ि:क|र|्:स|	W|i:c:k|e:r|s|
व|ि|ल|्:ब|र|	W|i|l|b|u:r|
व|ि|ल:्:ड|ा|	W|i|l:d|a|
व|ि|ल|ो|न|ा|	W|i|l|o|n|a|
व|ि|ल|्:ट|न|	W|i|l|t|o:n|
व|ि|न|ो|ल|ा|	W|i|n|o|l|a|
व|ि|प:्:र|ो|	W|i|p:r|o|
व:ु|ड|ह|ै|म|	W:o:o|d|h|a|m|
व:ु|ड:्:र|ो|	W:o:o|d:r|o:w|
व|ा:य|म|ै|न|	W|y|m|a|n|
य:ो|म|ि|ं|ग|	W:y:o|m|i|n|g|
ज:़:े|ं|ड|र|	X:a|n|d|e:r|
ज:़:े|न|ॉ|न|	X:a|n:n|o|n|
ज:़|ा|ं|थ|े|	X|a|n|t:h|e|
ज:़:े|ं|ट|ी|	X:a|n|t|i|
ज:़|े|न|ो|स|	X|e|n|o|s|
य|ा|म|ि|न|ी|	Y:a|a|m|i|n|e:e|
य|ा|स|म|ी|न|	Y:a|a|s|a:m|e:e|n|
य|म|ा|म|ा|ह|	Y:a|m|a|m|a|h|
य|ा|उ|ं|ड|े|	Y:a|o|u|n|d|e|
य|़:ा:क|ु|ब|	Y|a:q|u|b|
य|श|ो|ग|ा|न|	Y:a|s:h|o|g|a|a:n|
य|ा|व|ल|क|र|	Y|a|v|a:l|k|a:r|
य|व|त|म|ा|ल|	Y:a|w|a:t|m|a|l|
य|े|ल|े|न|ा|	Y|e|l|e|n|a|
य|ो|ग|व|त|ि|	Y|o|g|a:v|a:t|i|
य|ो|ग|ि|न|ी|	y|o|g|i|n|e:e|
य|ो|ग|ि|न|ी|	Y|o|g|i|n|i|
य|ो|ग|ि|त|ा|	Y|o|g|i|t|a|
य|ु|क:्:त|ा|	Y|u|k:t|a:a|
य|ु|स|्:र|ा|	Y|u|s|r|a|
य|ु|व|र|ा|ज|	Y|u|v|a:r|a|a:j|
व|ॉ:न:्|न|ी|	Y:v|o:n|n|e|
ज़:फ|ी|र|ा|ह|	Z:a:f|e:e|r|a|h|
ज़|ा|ग|ी|र|ी|	Z|A|G|I|R|I|
ज़:ह|ी|द|ा|ह|	Z:a:h|i|d|a|h|
ज:़|ा|ह|र|ा|	Z|a|h|r|a|
ज़:क|ी|र|ा|ह|	Z:a:k|i|r|a|h|
ज:़|र|्:क:ा|	Z|a:r|q:a|
ज़|े|न|ि:य:ा|	Z|e|n|i:a|
ज़|ि|आ|ज:़|न|	Z|i|a|z|a:n|
ज़|ो|ल|्:ट|न|	Z|o|l|t|a:n|
ज:़|ु|इ|ह|ो|	Z|u|i|h|o|
ज़|ु|ल|्:फ|ा|	Z|u|l|f|a|
ज़|ु|र:्:न|ा|	z|u|r:n|a|
ड|ी:ल|ि|ं|क|	D|l|i|n|k|
क|ु|म|क|ु|म|	K|u|m|k|u|m|
ड|ा|ं:स|र|	d|a|n:c:e|r|
ह|क|	H:a|q|
ह|य|	H:a|y:y|
ब|ॉ|ल|े|र|ो|	b|o|l|e|r|o|
स|न|	s|o:n|
ए|न|ा|म|ु|ल|	E|n|a|m|u|l|
ह|क|	H:a|q:u:e|
न|म|स:्:त|े|	N:a|m:a|s:t|e|
प|ा|स|ि|ं|ग|	p|a|s:s|i|n|g|
श|ो|	s:h|o:w|
आ|ज:़|ा|द|ी|	a:a|z|a|d|i|
क|्:य:ु|व|ा|	C|u:e|v|a|
ब:्:र|ू|ज|ा|	B:r|u|j|a|
अ|श|ा|ं|थ|ा|	A|s:h|a|n|t:h|a|
म|े|ल|	M|e|l|
द|ि|व|ा|ल|ी|	D|i|w|a|l|i|
म|े|ड|ल|्:स|	m|e|d|a:l|s|
ऑ|न:र|	h:o|n:o:r|
क|़|य|ा|म|त|	Q|a|y|a|m|a:t|
स|ि|ं|द|ू|र|	s|i|n|d|o:o|r|
ह|ि|म|ा|ल|य|	H|i|m|a|l|a:y|
ग|ो|द|	G|o|d|
म|ु|र:्:द|े|	m|u|r:d|e|
ख|त|र|े|	K:h|a:t|r|e|
म|े:ं|	m|a:i:n|
ज:़|ु|ल:्:म|	z|u|l:m|
ज|ल|ा|	J|a:l|a|
इ|ं|ड|ि|क|ा|	I|n|d|i|k|a|
स|ा|र|म|	S|a|r|a:m|
र|े|श|्:म:ा|	R|e|s:h|m:a|
स:च:्|च|ा|ई|	s:a|c:h|a|i|
म:ो|श:न|	m:o:t|i:o:n|
ब|द|म|श|ो|ं|	B:a|d|m:a|s:h|o|n|
घ:ु|ँ|घ|र|ू|	G:h:u|n|g|r|o:o|
ह|ि|म|्:म|त|	H|i|m|m|a:t|
म|े|ह|न|त|	M|e|h|n|a:t|
क|ु|त:्:त|े|	k|u|t:t|e|
र|ा|स:्:त|े|	R|a|s:t|e|
ब|ं:द|ू|क|	B|a:n:d|o:o|k|
ब|ि|ल|्:ल|ी|	B|i|l|l|i|
ख|ि|ल|ौ|न|े|	K:h|i|l|o|n|e|
र|ु|ग|े|र|ो|	R|u|g:g:i|e|r|o|
द|ी|	d|i|
ल:ॉ|र|ि:य:ा|	L:a:u|r|i:a|
त|क:़|द|ी|र|	T:a|q|d|e:e|r|
क|े|	K|a|
ऑ:र:्|ड|े|न|	O:r|d|e|n|
म|ै:न|ु|ए|ल|	M:a|n|u|e|l|
ए|म|ा|ड|ो|र|	A|m|a|d|o|r|
ग|्:य:ु|र:े|र|ो|	G|u:e|r:r:e|r|o|
र|ि:ड|ा:उ|ट|	R|e:d:o|u|t:e|
ट|ै:ल|ा|र|्:ट|	T|a:l:l|a|e:r|t|
ह|ल|	h:u:l|l|
फ|्:ल|े|म|ि|ं|ग|	F|l|e|m|i|n|g|
क|ॉ|न|ि|ं|ग|	K|o|n|i|n|g|
द|र|	d|e:r|
न|ी|द|र|ल|ै|ं|ड|न|	N|e|d|e:r|l|a|n|d:e|n|
प|्:ल|ा:म:ा|	P:a|l|m:a|
म|ल|्:ल|ो|र|्:क:ा|	M:a|l|l|o|r|c:a|
च:ा|प|ा|ड|ा|	C:h:a|p|a|d|a|
ड|ा|	d|a|
ड:ा:य|म|े|ं|ट|ि|न|ा|	D:i|a:m|a|n|t|i|n|a|
ग:्:र|ु|ट|स|	G:r|u|t|a:s|
क|ा|क|ा|ह|ु|आ|म|ी|ल|्:प|ा|	C|a|c|a|h|u|a|m|i|l|p|a|
अ|ह|द|	A|h|a:d|
अ|ल|ी|	A|l|e:e|
ग|न|ी|	G|a:n|e:e|
ग|न|ी|	G|a:n|i|
ह|द|ी|	H:a|d|e:e|
ह|द|ी|	H:a|d|i|
म|न|ी|	M:a|n|i|
न|फ|ी|	N:a|f|e:e|
न|फ|ी|	N:a|f|i|
न|ू|र|	N|u|r|
र|फ|ी|	R:a|f|e:e|
व|ल|ी|	w|a:l|e:e|
व|स|ी|	W:a|s|i|
अ:ब:्|द|ु|र|	A:b|d|u|r|
र:ौ|फ|	R:a:u|f|
स|म|द|	S:a|m|a:d|
श|फ|ी|	S:h:a|f|e:e|
श|फ|ी|	S:h:a|f|i|
अ|ह|र|ौ:र|ा|	A|h|r|a:u:r|a|
अ|ल|्:ल|ा|ह|	A|l|l|a|h|
र|ख|ा|	R:a|k:h|a|
ए:म|र|े:ड|ा|	A:m:e|r:a|d|a|
ह|े:स|	H|e:s:s|
ए|म|्:ट|े|क|	A|m|t|e|k|
ऑ:ट|ो|	a:u:t|o|
अ|ं|ज|ा|न|े|	A|n|j|a|n|e|
अ|प|र|ा|ध|ी|	a|p|r|a|d:h|i|
अ|र|ा|व|ल|ी|	A|r|a|v:a|l:l|i|
अ|स:्|व|ा|न|	A|s|w|a|n|
ड|ै:म|	d|a:m:s|
ब|ै|ल|े|ं:स|	b|a|l|a|n:c:e|
ब|ी|म|	b|e|a:m|
ब|ा|ल|ि|क|ा|	B|a|l|i|k|a|
ब|ध|ू|	B:a|d:h|u|
ब|ा|र|ग|ढ:़|	B|a|r|g|a:r:h|
भ|ि|व|ं|ड|ी|	B:h|i|w|a:n|d|i|
ब|ि|ल|ह|ा|र|	B|i|l|h|a|r|
घ:ा|ट|	G:h:a|t|
ब:्:र|ा:य|न|	B:r|y|a:n|
ब|ा:र:ब|र|ा|	B:u|r:b|a:r|a|
च|म|ि|ं|ड|ा|	C:h:a|m|i|n|d|a|
व|ा|स|	V:a|a|s|
च|ं|द|ि:य:ा|	C:h:a|n|d|i:a|
च|ं|ग|े|ज:़|	C:h:a|n|g|e|z|
च:ो|र|व|ड:़|	C:h:o|r|v:a|d|
क|ॉ|स:्|म|ो|	C|o|s|m|o|
ड|ै|र:ि:य|न|	D|a|r:i|e:n|
ड|ि|व|ा:इ|न|	d|i|v|i|n:e|
फ|्:र:े|ं|क|	F|r:a|n|k|
ग|ं:भ|ी|र|ी|	G:a|m:b:h|i|r|i|
ग|ो|ल:्:ड|ी|	G|o|l:d|i:e|
ह:ॉ|न|	H:a:u|n|
ग|्:र:ै|ह|म|	G|r:a|h|a:m|
ग|ू|च|	G|o:o|c:h|
ह|ं:ड|र|े|ड|	h|u:n:d|r|e|d|
ज|ि|म|्:म:ी|	J|i|m|m:y|
ख|ु|फ|ि:य:ा|	K:h|u|f|i:a|
म|ह|ा|न|ग|र|	M:a|h|a|n:a|g|a:r|
ग|ै|स|	g|a|s|
म|े|र|ा|थ|न|	m|a|r|a|t:h|o:n|
ऑ|इ|ल|	o|i|l|
म|ॉ|ड|र|्:न|	m|o|d|e:r|n|
य:ू|थ|	y:o:u|t:h|
म|ो|ह|स|ि|न|	M|o|h|s|i|n|
म|ु|ल:्|श|ी|	M|u|l|s:h|i|
ओ|ज़|र|ख|े|द|	O|z|a:r|k:h|e|d|
प|्:य:ा|स|ी|	p|y:a|s|i|
न|द|ी|	N:a|d|i|
र|ा|म|्:क:ो|इ|ं|ड|	R|a|m|c:o|i|n|d|
व:े|ब|	W:e:b|b|
स|ै|म|ु|ए|ल|	S|a|m|u|e|l|
च|े:स|	c:h|a:s:e|
स:ौ|त|े|ल|ा|	S:a:u|t|e|l|a|
स|ि|ग|्:न|ल|	s|i|g|n|a:l|
प|ी|ल|	P|e|a:l:l|
व|े|ज|ो|ं|ट|	V|a|j|o|n|t|
व|ि|न|ो|थ|न|	V|i|n|o|t:h|e:n|
ज:़|ख|्:म:ी|	Z|a:k:h|m:i|
ग|ो|ल|	g|o|l|
ग|्:र:ै|म:ी|	G|r:a|m:m:y|
प|ह|ु|ँ:च|े|	P:a|h|u|n:c:h|e|
ह|ु|ए|	h|u|e|
ह|ा|थ|	h|a|t:h|
ग:ु:ज|र:ा:त|	G:u|j|
इ|ं|ड|	I|N|D|
प|ट|ल|	P:a|t|a:l|
ख|्:व:ा|ज|ा|	K:h|w:a|j|a|
द|र:्:द|	d:a|r:d|
ल|ग|ी|	l:a|g|i|
म|ु|ज|र|ि|म|	M|u|j|r|i|m|
क:ो|र:्|स|	c:o:u|r|s:e|
म|ह|र:्|ष|ि|	M:a|h:a|r|s:h|i|
व|्:य:ा|स|	V|y:a|s|
ल|ा|ए|ग|ी|	L|a|y:e|g|i|
व|ि|द|्:य:ा|	V|i|j:a|y:a|
ज|य|न|ग|र|	J|a:y|a:n|a:g|a:r|
ब|ै:ं:ग|ल|ो:र|	B:a|n:g|a:l|o:r:e|
ल:ा:इ|न|्:स|	l:i|n:e|s|
ज:्:व|ा|ल|ा|	J:w|a|l|a|
द|ा|न|	D|a|n|
फ|ो|ड|ि:य:ो|	F|o|d|i:o|
स|ि|र|्:र|ा|	S|i|e:r|r|a|
म|ा|र|्:ट|ि|र|	M|a|r|t|i|r|
ब|्:ल|्:य:ू|	b|l|u:e|
र|ि|ज|	R|i|d:g:e|
प|ा|र:्:क|व:े|	P|a|r:k|w:a:y|
म|ु|ल|्:ल|ा|	M|u|l|l|a:h|
ब|द|ा:ख:्|श|ी|	B:a|d:a|k:h|s:h|i|
ह|ा:ई|ल|ै|ं|ड|्:स|	H|i:g:h|l|a|n|d|s|
अ|फ|ु|व|	A|F|U|W|
अ|ल|ी|म|	A|l|e:e|m|
अ|ज़|ी|ज़|	A|z|e:e|z|
अ|ज़|ी|म|	A|z|i|m|
ब|ा|र|ी|	B:a|a|r|e:e|
ब|स|ी|र|	B:a|s|e:e|r|
ब|स|ी|र|	B:a|s|i|r|
ह|फ|ी|द|	H:a|f|e:e|d|
ह|क|ी|म|	H:a|k|e:e|m|
ह|ल|ी|म|	H:a|l|e:e|m|
ह|स|ी|ब|	H:a|s|e:e|b|
क|ब|ी|र|	K:a|b|e:e|r|
ख|ब|ी|र|	K:h:a|b|e:e|r|
ख|ल|ी|क|	K:h|a:l|e:e|q|
म|ज|ी|द|	M:a|j|i|d|
म|त|ी|न|	M:a|t|i|n|
म|ु|ए:द|	M|u|a:i:d|
म|ु|ई|ज़|	m|u|e:e|z|
म|ु|ई|द|	m|u|i|d|
म|ु|ई|ज़|	M|u|i|z|
क:द|ी|र|	Q:a:d|e:e|r|
क|ह|ा|र|	Q:a:h|h|a|r|
र|ब|्:ब|	R:a|b|b|
र|ह|ी|म|	R:a|h|e:e|m|
र|ह|ी|म|	R:a|h|i|m|
र|क|ी|ब|	R:a|q|i|b|
व|द|ू|द|	W|a:d|o:o|d|
व|ह|ा|ब|	W:a|h|a:a|b|
व|ह|ा:ब|	W:a|h|h:a:b|
व|ज|ी|द|	W|a:j|e:e|d|
व|क|ी|ल|	W|a:k|i|l|
ज़|ल|ी|ल|	z|a:l|i|l|
र|क|ी|ब|	R:a|q|e:e|b|
स|ा|म|ी|	S:a|a|m|i|
श|क|ू|र|	S:h:a|k|o:o|r|
श|क|ू|र|	S:h:a|k|u|r|
क|ा|ल|े|	k|a|l|e|
ए|क|्:ज:़|ो|	A|k|z|o|
न|ो|ब|ल|	N|o|b|e:l|
अ|श|्:फ|ा|क|	A|s:h|f|a|q|
अ|ज़|ी|म|ु|ल|	A|z|e:e|m|u|l|
ह|न|ि:फ|	H|a:n|i:f:f|
ब|ा|ल|म|े|र|	B|a|l|m|e|r|
ल|ॉ|र|ी|	L:a|w|r|i:e|
भ|ो|ग|प|ु|र|	B:h|o|g|p|u|r|
स:र|व|ल|	S:i:r|w|a:l|
ल|ा|र|ा|	L|a|r|a|
क|ै|प|्:ट|न|	C|a|p|t:a:i|n|
श|े|र|ू|	S:h|e|r|o:o|
र:ा:इ|स|	r:i|c:e|
क|ो|स:्:ट|ा|	C|o|s:t|a|
र|ि|क|ा|	R|i|c|a|
ऐ|क:्|य|	A:i|k|y:a|
द|ल|स|ि|ं:ह|	D|a:l|s|i|n:g:h|
ध|ा|म|प|ु|र|	D:h|a|m|p|u|r|
ध|ो|द:्:र|ा|	D:h|o|d:r|a|
म|ो|ह|र|	M|o|h|a:r|
ग|ं|ग|स|ा|र|	G|a:n|g|s|a|r|
ज|ै:त|ु|	J|a:i:t|u|
ग|े|र|ै:ं|ट|	G|e|r|a:i:n|t|
ज|ो|ं:स|	J|o|n:e:s|
ब:ी:य|र|	b:e|a:r|
ग|ु|र|श|र|ण|	G|u|r|s:h|a:r|a:n|
ज|ै|र|े|म|ी|	J|e|r|e|m|y|
ज|े|र|े|म|ी|	J|e|r|e|m|y|
क|ो|न|े|	C|o|n|e:y|
ज|ु|ल:ि:य|स|	J|u|l:i|u:s|
स|ी:ज|र|	s:c:i|s:s:o|r|
क|े|ं|प|	K|e|m|p|
क|ल|्:प|े|श|	K:a|l|p|e|s:h|
क|ि:ट|्:ट:ी|	K:a|t|o|
क|ै|ल|ी|	K:a|e|l:i|n|
क|ी|र|्:त:ि|	K|i|r|t:i|
ल|े:ड|ी|ज:़|	l:a|d|i:e|s|
ओ|न|ल|ी|	o|n|l|y|
म|ै:न|्:ड|ी|	M:a|n|d|y|
य|ा:च|ड|	Y:a|c:h:a|d|
म|न|ि|ं|द|र|	M:a|n|i|n|d|e:r|
म|ा|ज:़|द|ा|	M|a|z|d|a|
न|ि|क|्:क|ी|	N|i|c|k|y|
ब|ो|ज|े|	B|o|j|e|
न|ि|स|्:स|न|	N|i|s|s|a:n|
प|व|ि:त:्|र|	P:a|v|i:t|r:a|
प|ा|प|ी|	P|a|p|i|
प|र|्:क|ि|न|	P|e:r|k|i|n|
प:्:र|ि|ं:स|	P:r|i|n:c:e|
ह:ॅ|र|ी|	H:a:r|r|y|
प|ु|र|ा|न|ा|	P|u|r|a|n|a|
क:ि|ल|ा|	Q:u:i|l|a|
प:्:य|ा|स|ा|	P:y|a:a|s|a|
प|्:य:ा|र|ी|	P|y:a|r|i|
ब:ह|न|ा|	B:e:h|n|a|
र|ा|ज|प|ू|त|	R|a|j|p|u|t|
र|म|ण|ी|	R|a:m|a:n|i|
र|ं|ग|ी|ल|ा|	R|a:n|g|e:e|l|a|
र|ॉ|ल|े|ं|ड|	R|o|l|a|n|d|
स|ज|्:ज:ा|द|	S:a|j|j:a|d|
अ|क|ब|र|	A|k|b|a:r|
स|ं:ध|्:य:ा|	S:a|n:d:h|y:a|
ब|े:ट:ा|	B:h:a|i|
क|ै:ं:प|	c:a|m:p|
स|ि|य|र|्:स|	S|e|a|r|s|
र|ो|ब|क|	R|o:e|b|u:c:k|
श|ब|्:ब|ी|र|	S:h:a|b|b|i|r|
श|ह:ं|श|ा|ह|	S:h:a|h:e:n|s:h|a|h|
ब|ा|ब|र|	B|a|b|a:r|
श|ि|व|ल|ा|ल|	S:h|i|v|l|a|l|
स|्:ट|ो|र|ा|	S|t|o|r|a|
ए|ं|स|ो|	E|N|S|O|
स:्:व|ा|म|ी|	S:w|a|m|i|
त:्:स|ा|व|ो|	T:s|a|v|o|
ई|स:्:ट|	E:a|s:t|
प|ा:इ|प|	p|i|p:e|
व:ै|ष|्|ण|ो|	V:a:i|s|h|n|o|
व|ि|भ|ू|त|ि|	V|i|b:h|u|t|i|
व|ह|ी|द|ु|ल|	W:a|h|i|d|u|l|
ग|ा|न|ी|	G|a|n|i|
व|ॉ|ल|्:ट|र|	W|a|l|t|e:r|
क|ो|ह|न|	K|o|h|n|
य|ा:म:ा|ह|ा|	Y:a|m:a|h|a|
य|ो|ग|र|ा|ज|	Y|o|g|r|a|j|
य|ु|व|र|ा|ज|	Y|u|v|r|a|j|
प:ी:य|र|स|न|	P:e|a:r|s|o:n|
म|र:्:द|ो|ं|	M:a|r:d|o|n|
ज|े|ब|	J|e|b|
‍:म:ै|ं|न|े|	M:a|i|n|e|
स|ी|ख|	s|e:e|k:h|
ल|ि|य|ा|	L|i|y|a|
फ:़:्|र|े|क|	F|r:a|n|k|
ल|ॉ|य|ड|	L|o|y:a|d|
र|ा:इ|ट|	r|i:g:h|t|
ह|र|ि|ं|द|र|	H|a:r|i|n|d|e:r|
न|ी|ड|ल|्:स|	n|e:e|d|l:e|s|
च:े|य:ू|ं|ग|	C:h:e|u|n|g|
क|ा|ँ|ग|	K|o|n|g|
अ|ं|द|म|ा|न|	A|n|d|a:m|a|n|
न|ि|क|ो|ब|ा|र|	N|i|c|o|b|a|r|
अ|क|ल|ै|ं|ड|	A|c:k|l|a|n|d|
ब|े:ल|र:्:ड|	B:a|l:l:a|r:d|
र|ो|ह|ि|ल|्:ल|ा|	R|o|h|i|l|l|a|
ग|ु|न|ु|ं|ग|	G|u|n|u|n|g|
ग|े|ड|े|	G|e|d|e|
प:ै|न|ग:्:र|ा|ं|ग|ो|	P|a:n|g:r|a|n|g|o|
क|ा|र|न|े|ग|	C|a|r|n|e|g:i:e|
म|े:ल|न|	M|e:l:l|o:n|
ग|ल|ि|ल|	G|a:l|i|l|
ब|ा:क:़|ी|	B:a|a:q|i|
ब|ा|स|ि|त|	B|a|s|i|t|
ह|ा|क|ि|म|	H:a|a|k|i|m|
ख|ा|ल|ि|क|	K:h|a|a:l|i|q|
म|ु|ज|ी|ब|	M|u|j|e:e|b|
म|ु|ज|ी|ब|	M|u|j|i|b|
म|ु|न|ी|म|	M|u|n|i|m|
म|ु|क|ी|त|	M|u|q|e:e|t|
प|ा|उ|ल|ा|	P|a|u|l|a|
क:ा|द|ि|र|	Q:a:a|d|i|r|
व|ा|ज|ि|द|	W|a|a:j|i|d|
र|ह|म|ा|न|	R:a|h|a:m|a|n|
र|ह|म|ा|न|	R:a|h|m|a|a:n|
र:ह|म|ा|न|	R:e:h|m|a|n|
आ|च|ा|र:्|य|	A|c:h|a|r|y:a|
अ|म|ा|द|ो|उ|	A|m|a|d|o|u|
ब|ा:ं:ब|ा|	B:a|m:b|a|
अ|न|ी|स|ु|र|	A|n|i|s|u|r|
अ|र|न|ा|ल|ा|	a|r|n|a|l|a|
ब|ा:र:्|क|न|	B:a|r|c:h|o:n|
ब|ि|ड:़|ल|ा|	B|i|r|l|a|
ब:ॉ|श:ब|ी|क|	B:o:s|c:h:b|e:e|k|
म|र|्|फ|ी|	M|u|r|p:h|y|
च|्:य|ू|ल|ु|	C:h|y|u|l|u|
क:ॉ|ल|ि|ं|स|	C:o:l|l|i|n|s|
ओ|ब|ु|य|ा|	O|b|u|y|a|
क|ॉ:न:्|ट|े|	C|o:n|t|e|
व|र|्:ड|े|	V|e:r|d|e|
ड|े|र|ा|व|र|	D|e|r|a|w|a:r|
ड|ि|स|्:क:ो|	d|i|s|c:o|
द|ू|ध|ि:य:ा|	D|u|d:h|i:a|
ए|व|र|्:ट|न|	E|v|e:r|t|o:n|
म:ै|ट|ि|स|	M:a:t|t|i|s|
फ:़|े|र|ि|ड|	F|e|r|i|d|
म|ु|र|ा|ड|	M|u|r|a|d|
ज|े|म|ि|न|ी|	G|a|m|i|n|i|
प|र|े|र|ा|	P|e:r|e|r|a|
ग|्:र:े|ह|म|	G|r:a|h|a:m|
य|ा|ल|ॉ|प|	Y:a|l|l|o|p|
ह|फ|ि|ज़|ु|र|	H:a|f|i|z|u|r|
ह|न|्:न|ा|न|	H|a:n|n|a|n|
ह|े|व|र|्:ड|	H:a|y|w|a:r|d|
ह|र|श|े:ल|े|	H|e:r|s:c:h|e:l:l|e|
ह|ि|ल|्:ट|न|	H|i|l|t|o:n|
इ|ं|ट:े:ल|	I|n|t:l|
ल|ै:ं:ग|र|	L:a|n:g|e:r|
क|े|न|े|ड|ी|	K|e|n:n|e|d|y|
ओ|ट|ी|न|ो|	O|t|i|e:n|o|
क|े|न|ो|श|ा|	K|e|n|o|s:h|a|
ख|ौ:फ|न|ा|क|	K:h|a:u:f|n|a|k|
ल|ॉ|र|े|ं:स|	L|o|r|e|n:c:e|
ल|म|्:प|्:स|	l|u:m|p|s|
म|ह|ा|स|त|ी|	M:a|h|a|s|a:t|i|
म|े|ह|म|ू|द|	M|a|h|m|o:o|d|
ह|ा|म|ि|द|	H|a|m|i|d|
म|ा|र|्:ग|ो|	M|a|r|g|o|
क|ै|र|ि:ब|	C|a|r|i:b:e|
म|र|्:व|ि|न|	M|e:r|v|y|n|
ड|ि|ल|ो|ं|	D|i|l:l|o|n|
स:्|म|ॉ:ल|	s|m|a:l:l|
म|र|्:ल|ि|न|	M|u:r|l|i|n|
म|ु|न|र|ो|	M|u|n|r|o|
च|ि:त:्|र|	C:h|i:t|r:a|
न|ज़|्:म|ु|ल|	N:a|z|m|u|l|
न:ॉ|ब|र|्:ट|	N:o:r|b|e:r|t|
फ:ि|ल|ि|प|	P:h:i|l:l|i|p|
प|ि|घ|ल|त|ा|	P|i|g:h:a|l|t|a|
प:ृ|थ|्:व:ी|	P:r:i|t:h|v:i|
प|ु|त:्|र|	P|u|t|r:a|
व|ल|्:ल|भ|	V|a:l|l|a:b:h|
प|ु|र|ा|न|ी|	P|u|r|a|n|i|
ह|व|े|ल|ी|	H:a|v|e|l|i|
प:ह|च|ा|न|	P:e:h|c:h|a|n|
प:्:य|ा|स|ी|	P:y|a:a|s|i|
र|ा|ज|ग|ढ:़|	R|a|j|g:a|d|
र|े|ड|्:ड|ी|	R|e|d|d|y:s|
ब|र|ट|ॉ|न|	B:u|r|t|o|n|
स|ि|म|्:स|	S|i|m|s|
स:्|न|े:ल|	S|n|e:l:l|
व|ॅ|ग|न|र|	W|a|g|n|e:r|
र|ु|च|ी|र|ा|	R|u|c:h|i|r|a|
स|ा|ब|ि|ह|ा|	S|a|b|i|h|a|
ग:ॉ|क|े|न|	G:o:k|c|e|n|
श|ह|ी|द|ु|र|	S:h:a|h|e:e|d|u|r|
श|ै:त|ा|न|ी|	S:h|a:i:t|a|n|i|
इ|ल|ा|क:ी|	I|l|a|a:k:a|
श|ि:प|ि|ं|ग|	s:h|i:p:p|i|n|g|
स|ो|ल|ो|म|न|	S|o|l|o|m|o:n|
स|ो|न|ि:य:ा|	S|o|n|i:a|
स:्:व|े|ज:़|	S:u|e|z|
स|ु|ल|ग|त|े|	S|u|l:a|g|t|e|
अ|र|म|ा|न|	A|r|m|a|n|
त|ा:ल:्|ह|ा|	T:a|l|h|a|
ज|ु|ब|ै|र|	J|u|b|a:i|r|
ट|ो|प|े|क|ा|	T|o|p|e|k|a|
ट:ॉ|र|े|ं|ट|	t:o:r|r|e|n|t|
व|ि|क|्:र|म|	V|i|k|r|a:m|
र|ा|ठ|ौ:र|	R|a|t:h|o:u:r|
ब|े|त|ा|ल|	V|e|t|a|l|
व|ि|न|ो|न|ा|	W|i|n|o|n|a|
र|ा:य|ड|र|	R|y|d|e:r|
स|ी|र|ी:ज़|	s|e|r|i:e:s|
ज:़|ख|्|म|ी|	Z|a:k:h|a|m|i|
द|ु|ल|्:ह:ा|	D|u|l|h:a|
ब|ि|क|त|ा|	b|i|k|t|a|
र|ि|म|झ|ि|म|	R|i|m|j:h|i|m|
ग|ी|त|ो|ं|	g|e:e|t|o|n|
क|ा|ग|ज:़|	K|a|g:a|z|
अ|र|व|ि|ं|द|	A|r|v|i|n|d|
ह|ि|द|ा|य|त|	H|i|d|a|y:a|t|
व|र|्:ध|क|	V|a:r|d:h:a|k:a|
स|ं|घ|	S:a|n|g:h:a|
च|ा:इ|न|ा:ज|	C:h|i|n|a:':s|
व|ा|ल|	w|a|l:l|
क|ो|र|ी|ट|ा|	C|o|r|e|t:t|a|
ब|े|द|र:्:द|	B|e|d:a|r:d|
क|ॉ|र|े|ट|ा|	C|o|r|e|t:t|a|
अ|ल|ी|प|ु|र|	A|l|i|p|u|r|
द:्:व|ा|र|	d:u|a|r|
ए|न|र|ि|क|ो|	E|n|r|i|c|o|
फ|र|्:म:ी|	F|e:r|m:i|
प|े|ट:्:र|ो|	P|e|t:r|o|
