ก:ง|ต|์|,|	C:o:m|t|e|,|
อ:า|ร:์|ต|ิ|โ:ช|ก|	A|r|t|i|c:h:o|k:e|
อ:า|ร:์|ต|เ:ว:ิ|ร:์|ก|	A|r|t|w:o|r|k|
อ:า|ร:์|ท|ิ|ส|ต:์|	A|r|t|i|s|t|
อ:า|ร:์|ท|ี|ม|ี|เ:ซ|ี|ย|	A|r|t|e|m|i|s|i|a|
อ:า|ร:์|ท|ี|ไ:ร|ต|์|	A|r|t|e:r|i|t|e|
อ:า|ร|์:ท:ู|โ:ร:่|	A|r|t:u|r:o|
อ:า|ร:์|น|	A|r|n|
อ:า|ร:์|น:ต|	A|r|n:d:t|
อ:า|ร:์|น|ต|ส|	A|r|n|t|z|
อ:า|ร:์|น|ส|ไ:ต|น:์|	A|r|n|s|t:e:i|n|
อ:า|ร:์|น|า|ส|ั|น|	A|r|n|a|s|o|n|
อ:า|ร:์|น|ี:ย:์|	A|r|n|e:y|
อ:า|ร:์|น:ี:่|	A|r|n:y|
อ:า|ร:์|น|ไ:ฮ|ม:์|	A|r|n|h:e:i|m|
อ:า|ร:์|น|็:อ|ต|ต:์|	A|r|n|o|t|t|
อ:า|ร|์:บ:ั|ก|เ:ก:ิ|ล|	A|r|b:u|c|k|l:e|
อ:า|ร:์|บ|ั:ท|เ:น:ิ|ต|	A|r|b|u:t:h|n:o|t|
อ:า|ร:์|บ|ิ|ท|ร|า|ร|ี|	A|r|b|i|t|r|a|r|y|
อ:า:ร|์:บ:ี|ซ:ี|	R|b|c|
อ:า|ร:์|พ:า:เ|น|็|ต|	A|r|p:a|n|e|t|
อ:า:ร|์:พ:ี|จ:ี|	R|p|g|
อ:า|ร:์|ฟ|เ:ร|ด|โ|ซ|ไ|น|ต|์|	A|r|f|r|e:d|s|o|n|i|t|e|
อ:า|ร:์|ม|	A|r|m|
อ:า|ร:์|ม|ส|ต|ร|อ|ง|	A|r|m|s|t|r|o|n:g|
อ:า|ร:์|ม|ส|ต|ร|อ|ง|,|	A|r|m|s|t|r|o|n:g|,|
น:ี|ล|	N:e:i|l|
อ:า|ร:์|ม|อ|ร|ิ|ก|า|	A|r|m|o|r|i|c|a|
อ:า|ร:์|ม|า:ก|	A|r|m|a:g:h|
อ:า|ร:์|ม|า|ร:์|	A|r|m|a|r|
อ:า|ร:์|ม|า|เ:จ:อ|ร|์|	A|r|m|a|t:u|r|e|
อ:า|ร:์|ม|ิ:ง|เ:ต|ิ:้:น|	A|r|m|i:n:g|t|o:n|
อ:า|ร:์|ม|ิ|น|	A|r|m|i|n|
อ:า|ร:์|ม|ิ|น|ด:้:า|	A|r|m|i|n|d:a|
อ:า|ร:์|ม|ิ|ส|เ:ท|ต|	A|r|m|i|s|t|e:a:d|
อ:า|ร:์|ม|ิ:เ:น|ี|ย|	A|r|m|e:n|i|a|
อ:า|ร:์|ม|ี|น:ี:่|	A|r|m|i|n:e|
อ:า|ร:์|ม|ึ|ส|	A|r|m|e|s|
อ:า|ร:์|ม|เ:บ|ร|ิ|ส|เ:ต|อ:ร:์|	A|r|m|b|r|u|s|t|e:r|
อ:า|ร:์|ม|แ:ช|ร|์|	A|r|m|c:h:a|i|r|
อ:า|ร:์|ล|ิ:ง|ต|ั|น|	A|r|l|i:n:g|t|o|n|
อ:า|ร:์|ล:ิ:่|ง|	A|r|l:i|n:g|
อ:า|ร:์|ล|ิ:่:น|	A|r|l|i:n|
อ:า|ร:์|ว|ิ:้:น|	A|r|v|i:n|
อ:า|ร:์|ว|ี:ย:์|	A|r|v|e:y|
อ|า|ร:์|ส|	A|a|r|s|
อ:า|ร:์|ส|ต|ิ|ด|	A|r|s|t|i|d|
อ:า|ร:์:เ|ก|ิ:่:น|ด:์|	A|r|c|a:n|d|
อ:า|ร:์|เ:ค|ด|	A|r|c|a:d:e|
อ:า|ร:์:เ|ค:อ|ิ|ก|	A|r|c:h:a|i|c|
อ:า|ร:์|เ:ค|ิ|ล|	A|r|k|l|e|
อ:า|ร:์:เ|ค|ี:ย|น|	A|r|c:h|a:e:a|n|
อ:า:ร|์:เ:ค|เ:ค|	R|k|k|
อ:า|ร:์|เ:ค:เ|ด|ี|ย|	A|r|c:a|d|i|a|
อ:า|ร:์|เ:จ|น|ต|ิ|น|า|	A|r|g|e:n|t|i|n|a|
อ:า|ร:์:เ|จ|น:ไ:ท|ต|์|	A|r|g:e|n:t|i:t|e|
อ:า:ร|์:เ:จ|อ:ี|	R|j|e|
อ:า|ร:์:เ|ช|อ:ร:์|	A|r|c:h|e:r|
อ:า|ร:์:เ|ช|ิ|ม|โ:บ|	A|r|c:h|a|m:b:a|u:l:t|
อ:า|ร:์|เ:ซ|น|อ|ล|	A|r|s|e:n|a|l|
อ:า|ร:์|เ:ซ|น|ิ|ค|	A|r|s|e:n|i|c|
อ:า|ร:์|เ:ซ|น|ิ|ค|ั:ล|	A|r|s|e:n|i|c|a:l:s|
อ:า|ร|์:เ:ซ|เ:น|ต|	A|r|s:e|n|a:t:e|
อ:า|ร|์:เ:ซ|โ:น|ล|ต:์|	A|r|s:e|n:a:u|l|t|
อ:า|ร:์|เ:ซ|โ:น|ไ:ล|ต|์|	A|r|s|e:n:o|l|i:t|e|
อ:า|ร:์|เ:ด|น|	A|r|d|e:n|
อ:า|ร:์|เ:ด|น|,|	A|r|d|e:n|,|
เ:อ|ล|ิ|ซ|า|เ:บ|ท|	E|l|i|z|a|b|e:t:h|
อ:า|ร:์|เ:ด|ิ:่:น|	A|r|d|o:n|
อ:า|ร:์|เ:ด:เ|ล|ี:ย|	A|r|d:e|l:i|a|
อ:า|ร:์|เ:ต|อ:ร:์|	A|r|t|e:r|
อ:า|ร:์:เ|ท|อ:ร:์|	A|r|t:h|u:r|
อ:า|ร:์:เ|ท|อ:ร:์|,|	A|r|t:h|u:r|,|
เ:ช|ส|เ:ต|อ:ร:์|	C:h:e|s|t|e:r|
แ:อ|ล|ั|น|	A|l|a|n|
อ:า|ร:์|เ:ท:อ|เ:ม|ิ|ส|	A|r|t:e|m|u|s|
อ:า|ร:์|เ:น|อ:ร:์|	A|r|n|e:r|
อ:า|ร:์|เ:น:ิ|ต|	A|r|n:o|t|
อ:า|ร:์|เ:น|ิ:ล|	A|r|n|a:l:l|
อ:า|ร:์|เ:น:ิ|ส|	A|r|n:a|z|
อ:า|ร:์|เ:น|็|ต|	A|r|n|e|t|
อ:า|ร:์|เ:บ|อ|ร:์|	A|r|b|o|r|
อ:า|ร:์|เ:พ|จ|ิ:โ:อ|	A|r|p|e:g:g|i:o|
อ:า|ร:์:เ|ม|อ:ร:์|	A|r|m:o|u:r|
อ:า|ร:์|เ:ม:อ|เ:ด|ล|	A|r|m:i|d|a:l:e|
อ:า|ร:์|เ:ม:ิ|น|	A|r|m:a|n|
อ:า|ร:์|เ:ม:ิ|ส|	A|r|m:a|s|
อ:า|ร:์|เ:ม|ิ:่:น|เ:ท|ร:า|ต:์|	A|r|m|e:n|t|r:o:u|t|
อ:า|ร:์|เ:ร|ด|ี|	A|r|r|a:d|i|
อ:า|ร:์|เ:ร|เ|น|ี:ย|ส|	A|r|r|h|e:n|i|u:s|
อ:า|ร:์|เ:ล:ิ|น|	A|r|l:e|n|
อ:า|ร:์|เ:ล|ิ:่:น|	A|r|l|a:n|
อ:า|ร:์|เ:ว:ิ|น|	A|r|v:o|n|
อ:า:ร|์:เ:อ|ซ:ี|ท:ี|	R|a|c|t|
อ:า|ร:์|เ:อ|ิ|น|	A|r|r|a|n|
อ:า|ร:์|แ:ค|ส|เ:ต|อ:ร:์|	A|r|c:h:a|s|t|e:r|
อ:า|ร:์|แ:พ:็|ด|	A|r|p:a|d|
อ:า|ร|์:โ:ค|ส|	A|r|k:o|s:e|
อ:า|ร|์:โ:น|	A|r|n:o|
อ:า|ร:์|โ:น|ด:์|	A|r|n:a:u|d|
อ:า|ร|์:โ:น|ล|ด:ี:้|	A|r|n:o|l|d:i|
อ:า|ร|์:โ:น|ล|ด:์|	A|r|n:o|l|d|
อ:า|ร|์:โ:น|ล|ด:์|,|	A|r|n:o|l|d|,|
แ:ม|ต|ท:ิ|ว|	M|a:t|t:h:e|w|
อ:า|ร|์:โ:บ|ก|ั|ส|ต:์|	A|r|b:o|g|a|s|t|
อ:า|ร|์:โ:ล|	A|r|l:o|
อ:า|ร|์:โ:ว|	A|r|v:o|
อ:า:ร|์:โ:อ|	R|o|
อ:า|ร|์:ไ:ก|ล|์|	A|r|g:y|l|e|
อ:า|ล|ิ|ว|เ:ช|ี:ย|น|	A|l|e|u|t|i|a:n|
อ:า|ล|ี|	A|l|i|
อ:า|ล|ี|,|	A|l|i|,|
ม|ุ|ฮ|ั|ม|ม|ั|ด|	M|u|h|a|m|m|a|d|
อ:า|ล:์|ม|ว|ิ|น|ด:์|	A|l|m|w|i|n|d|
อ:า|ว|ก|ั|น|ส|ไ:ต|น:์|	A|u|g|e|n|s|t:e:i|n|
อ:า:ว|ซ|ี|ล|ี:่|	O:u|s|e|l:e|y|
อ:า:ว|ท|์:แ:ล|น|ด:์|	O:u|t|l:a|n|d|
อ:า|ว|ั|ล|	A|v|a|l|
อ:า|ว|า|	A|v|a|
อ:า:ว|เ:ว|อ:ร:์|	O|w|e:r|
อ:า|ว|เ:อ:อ|ร:์|ส|ว|ั|ล|ด:์|	A|u|e|r|s|w|a|l|d|
อ:า:ห|ร|ั|บ|	A|r|a|b|
อ:า|เ:ซ|อ:ร:์|ไ:บ|จ|า|น|	A|z|e:r|b:a:i|j|a|n|
อ:า:เ|ซ|ี:ย|น|ด|า|	H:a|c|i|e:n|d|a|
อ:า|เ:ด|ร|ต|โ|ต|	A|d|r:e|t|t|o|
อ:า|เ:ม:อ|ฮ:ั:น|น|ี:่|	O|m:a|h:o|n:e|y|
อ:า|เ:ร|ิ:่:น|ต:์|	A|r|a:n|t|
อ:า|เ:ว:เ|ร|ล|	A|v:e|r|e:l:l|
อ:า:แ|ร|ต|	A|r:e|t:e|
อ|า:โ:ก|ส|ต|ิ|เ:น|ล|ี:่|	A|g:o|s|t|i|n|e:l:l|i|
อ:า|โ:ด|ว|า|	A|d|o:w|a|
อ:า|โ|ร|ค|่:า|	A|r|o|c:h|a|
อ:า|โ|ร|น|ส:์|	A|r|o|n|s|
อ|า:โ:ว|ก|า|โ:ด|ร|	A|v:o|g|a|d|r:o|
อ|า:โ:ว|ก|า|โ:ด|ร|,|	A|v:o|g|a|d|r:o|,|
อ:า|ม:า:เ|ด|โ:อ|	A|m:a|e:d:e|o|
อ|า|โ:ฮ|	A|h|o|
อ:ิ:ก|ซ:ั:ม|	E:x|u:m|
อ:ิ|ก|น|ิ|ม|ไ:บ:ร|ต|์|	I|g|n|i|m|b:r|i:t|e|
อ:ิ|ก|ล:ู|	I|g|l:o:o|
อ:ิ|ก|ส:์|	I|c:k:e|s|
อ:ิ|ก:เ:ซ|ก|ค:ิ:ว|ท|ิ|ฟ|	E|x:e|c|u|t|i|v:e|
อ:ิ|ค|ว|ิ|น|อ|ก:ซ:์|	E|q|u|i|n|o|c|
อ:ิ|ง|ก|ร|า|เ:ซ|ี:ย|	I|n|g|r|a|s|s:i:a|
อ:ิ|ง|ก|ล|ี|บ:ี:้|	I|n|g|l|e|b:y|
อ:ิ|ง|ก|ล|ี|ส|	I|n|g|l|i|s|
อ:ิ|ง|ก|อ:ล|ส:์|	I|n|g|a:l:l|s|
อ:ิ|ง:ก:์|	I|n:k|
อ:ิ|ง:ก:์|ฟ|ิ|ช|	I|n:k|f|i|s:h|
อ:ิ|ง:ก:์|เ:จ:็|ต|	I|n:k|j:e|t|
อ:ิ|ง:ก:์|เ:ว|อ:ร:์|เ:ซ|ิ:่:น|	I|n:g|w|e:r|s|e:n|
อ:ิ|ง|ล|์|ฟ:ิ|ล|ด:์|	E|n:g|l|e|f:i:e|l|d|
อ:ิ|ง|ส|เ:ต|อ:ร:์|	I|n|k:s|t|e:r|
อ:ิ|ง|เ:ก|ร|อ:แ:ฮ|ม|	I|n|g|r:a|h:a|m|
อ:ิ|ง|เ:ก|อ:ร:์|ซ|อ|ล|	I|n|g|e:r|s|o|l:l|
อ:ิ|ง|เ:ก:ิ|ล|	I|n|g|l:e|
อ:ิ|ง|เ:ก:ิ|ล|ส:์|	I|n|g|l:e|s|
อ:ิ|ง|เ:ก|ิ:ล|ฮ:า|ร:์|ต|	E|n|g|l|e:h:a|r|t|
อ:ิ|ง|เ:ล:ิ|ร:์|ต|	E|n:g|l:e|r|t|
อ:ิ|ง|เ:ล|ิ:่:น|ด:์|	E|n:g|l|u:n|d|
อ:ิ|ง|เ:อ:ิ|ม|	I|n:g|h:a|m|
อ:ิ|ง|แ:ก:ร|ม|	I|n:g|r:a|m|
อ:ิ|ง|แ|ล|น|ด:์|	E|n|g|l|a:n|d|
อ:ิ|ง|โ:ก|ล|ด:์|	I|n:g|o|l|d|
อ:ิ|ช|ม|า|เ:อ|ล|	I|s:h|m|a|e|l|
อ:ิ|ช|ิ|ก|า|ว|ะ|	I|s:h|i|k|a|w|a|
อ:ิ|ซ|า|เ:บ|ล|	I|s|a|b|e:l|
อ:ิ|ซ|า|เ:บ|ล|ล|า|	I|s|a|b|e:l|l|a|
อ:ิ|ซ|า|เ:บ|ล|ล|์|	I|s|a|b|e:l|l|e|
อ:ิ|ด|	E|a:d:e|
อ:ิ|ด|ซ|อ:ล|	E|d|s|a:l:l|
อ:ิ|ด|ด|ิ|ง|ไ|ซ|ต|์|	I|d|d|i|n|g|s|i:t|e|
อ:ิ|ด|ส:์|	E|a:d:e|s|
อ:ิ|ด|ั|ก|เ:ต|อ|ร:์|	E|d|u|c|t|o|r|
อ:ิ|ด|เ:ว|เ:อ|ิ:ร:์|ด|	E|a:d|w|e|a:r|d|
อ:ิ|ต|า|ล|ี|	I|t|a|l|y|
อ:ิ:ต|เ:ท|ร|ี:ย|ม|	Y:t|t|r|i|u:m|
อ:ิ:ต|เ:ท|อ:ร:์|เ:บ|ี:ย|ม|	Y:t|t|e:r|b|i|u:m|
อ:ิ|น|	I|n|
อ:ิ|น|ก|ร|ิ:ส|	I|n|g|r|e:s:s|
อ:ิ|น|ก|์|บ|อ|ร:์|ก|	I|n|g|e|b|o|r|g|
อ:ิ|น|ค|ร|ี|ส|	I|n|c|r|e:a|s:e|
อ:ิ|น|ค|า|	I|n|c|a|
อ:ิ|น|จ|์|	I|n|g|e|
อ:ิ|น|ช|ิ|ก|ว|ิ|น|	I|n|c:h|i|q|u|i|n|
อ:ิ|น|ช|์|	I|n|c|h|
อ:ิ|น|ช|์:ม|า|ร|ี|	I|n|c:h|m|a|r|e:e|
อ:ิ|น|ซ|อ:ล|	I|n|s|a:l:l|
อ:ิ|น|ซ:ิ:เ|น|อ:เ:ร|ช:ั|น|	I|n|c:i|n:e|r:a|t:i:o|n|
อ:ิ|น|ซ|ิ|เ:น:อ|เ:ร:เ|ท|อ|ร:์|	I|n|c|i|n:e|r:a|t|o|r|
อ:ิ|น|ซ|ี:เ|ค:ว|น|ต:์|	I|n|s|e|q:u:e|n|t|
อ:ิ|น|ซ|ู|ล|ิ|น|	I|n|s|u|l|i|n|
อ:ิ|น|ซ|์|	I|n|c|e|
อ:ิ|น|ด:อ|ร:์|	I|n|d:o:o|r|
อ:ิ|น|ด|ิ|ก|	I|n|d|i|c|
อ:ิ|น|ด|ิ|เ:ค:เ|ต|อ|ร:์|	I|n|d|i|c:a|t|o|r|
อ:ิ|น|ด|ิ|โ|ค|ไ:ล|ต|์|	I|n|d|i|c|o|l|i:t|e|
อ:ิ|น|ด|ี|ส|	I|n|d|i:e|s|
อ:ิ|น|ด:ี:้|	I|n|d:y|
อ:ิ|น|ต:์|ว|ิ|ส|เ:ซ:ิ|ล|	E|n|t|w|i|s|t|l:e|
อ:ิ|น|ท|ร|า|ค|ล|า|ส|ต:์|	I|n|t|r|a|c|l|a|s|t|
อ:ิ|น|ท|ร|า|เ:น|็|ต|	I|n|t|r|a|n|e|t|
อ:ิ|น|ท|ร:า|โ|ซ|น|ั|ล|	I|n|t|r|a|z|o:n|a|l|
อ:ิ|น|ท|อ|ช|	I|n|t|o|s:h|
อ:ิ|น|ท|ิ|ก|ร|ั|ล|	I|n|t|e|g|r|a|l|
อ:ิ|น|ท|ิ|เ:ก|ร|ช:ั|น|	I|n|t|e|g|r:a|t:i:o|n|
อ:ิ|น|ท|ิ|เ:ก|ร|เ:ต|อ|ร:์|	I|n|t|e|g|r:a|t|o|r|
อ:ิ|น|ท|ี|เ:ร|ี|ย|ร:์|	I|n|t|e|r|i|o|r|
อ:ิ|น|ท|ู|	I|n|t|o|
อ:ิ|น|น|า|เ:ม|อ|ร|า|ต:ี:้|	I|n|n|a|m|o|r|a|t:i|
อ:ิ|น|น|ิ|ส|	I|n|n|i|s|
อ:ิ|น|น:์|	I|n|n|
อ:ิ|น|พ|ุ|ต|	I|n|p|u|t|
อ:ิ|น|พ|ุ|ต|/:เ:อ|า|ต:์|พ|ุ|ต|	I|n|p|u|t|/|o:u|t|p|u|t|
อ:ิ|น|ฟ|ร|า|ส|ต|ร|ั|ก|เ:จ:อ|ร|์|	I|n|f|r|a|s|t|r|u|c|t:u|r|e|
อ:ิ|น|ฟ|ร|า|เ:ร|ด|	I|n|f|r|a|r|e:d|
อ:ิ|น|ฟ|ล|ู:เ:อ|น|ต:์|	I|n|f|l|u|e:n|t|
อ:ิ|น|ฟ|อ|ร:์|เ:ม|ช|ั:น|	I|n|f|o|r|m|a:t|i:o:n|
อ:ิ|น|ฟ|ิ|ม|ั|ม|	I|n|f|i|m|u|m|
อ:ิ|น|ฟ|ี|เ:ร|ี|ย|ร:์|	I|n|f|e|r|i|o|r|
อ:ิ|น|ฟ|ู|โ:ซ:เ|ร|ี|ย|	I|n|f|u|s:o|r|i|a|
อ:ิ|น|ร|ิ:เ|ค:ว|ส|	E|n|r|i|q:u:e|z|
อ:ิ|น|ว|อ|ย|ซ|์|	I|n|v|o|i|c|e|
อ:ิ|น|ว|อ|ล|ู|ค|ร|ั|ม|	I|n|v|o|l|u|c|r|u|m|
อ:ิ|น|ว|า|ร:์|	I|n|v|a|r|
อ:ิ|น|ส|ต|ร|ู:เ:ม|น|ต:์|	I|n|s|t|r|u:m|e:n|t|
อ:ิ|น|ส|โ|ก|	I|n|s|k|o|
อ:ิ|น|ส|โ|ค|	I|n|s|c|o|
อ:ิ|น|ส|โ:ล:ว|์|	E|n|s|l:o|w|
อ:ิ|น|ู:อ:ิ|ต|	I|n|u:i|t|
อ:ิ|น|ู|เ:อ:้|	I|n|o:u|y:e|
อ:ิ|น|เ:จ|ก|ช:ั|น|	I|n|j|e:c|t:i:o|n|
อ:ิ|น|เ:จ:โ|ล|ว:์|	I|n|g:e|l:o|w|
อ:ิ|น|เ:ช|ิ:ส|	I|n|c:h:e|s|
อ:ิ|น|เ:ซ|ป|ท|ิ|ซ|อ|ล|ส:์|	I|n|c|e:p|t|i|s|o|l|s|
อ:ิ|น|เ:ด|ี|ย|	I|n|d|i|a|
อ:ิ|น|เ:ด|ี:ย|น|	I|n|d|i|a:n|
อ:ิ|น|เ:ด|ี:ย|น|า|	I|n|d|i|a:n|a|
อ:ิ|น|เ:ด|ี:ย|น|า|,|	I|n|d|i|a:n|a|,|
ร|อ|เ:บ:ิ|ร:์|ต|	R|o|b:e|r|t|
อ:ิ|น|เ:ด|ี:ย|ม|	I|n|d|i|u:m|
อ:ิ|น|เ:ต|อ:ร:์|ค|อ|ม|	I|n|t|e:r|c|o|m|
อ:ิ|น|เ:ต|อ:ร:์|ฟ|ี|ร|อ|ม|ิ:เ:ต|อ:ร:์|	I|n|t|e:r|f|e|r|o|m|e:t|e:r|
อ:ิ|น|เ:ต:อ|ร|์:เ:ซ|ก|ซ:ั|น|	I|n|t:e|r|s:e|c|t:i:o|n|
อ:ิ|น|เ:ต|อ:ร:์|เ:ฟ|ส|	I|n|t|e:r|p:h:a|s:e|
อ:ิ|น|เ:ท|ล|ล|ิ|เ:จ|น|ต:์|	I|n|t|e:l|l|i|g|e:n|t|
อ:ิ|น|เ:ท|อ:ร:์|ค|อ|น|ท|ิ|เ:น|น|ท|ั|ล|	I|n|t|e:r|c|o|n|t|i|n|e:n|t|a|l|
อ:ิ|น|เ:ท:อ|ร:์:พ|ร|ี|เ:ต|อ:ร:์|	I|n|t:e|r:p|r|e|t|e:r|
อ:ิ|น|เ:ท|อ:ร:์|เ:น|ช|ั:น|แ:น:ล|	I|n|t|e:r|n|a:t|i:o:n|a:l|
อ:ิ|น|เ:ท:ิ|ร:์|น|	I|n|t:e|r|n|
อ:ิ|น|เ:ท:ิ|ร:์|น|	I|n|t:e|r|n:e|
อ:ิ|น|เ:น:ิ|ส|	I|n|n:e|s|
อ:ิ|น|เ:ม:ิ|น|	I|n|m:a|n|
อ:ิ|น|เ:ว|ส|ต:์|เ:ม|น|ต:์|	I|n|v|e:s|t|m|e:n|t|
อ:ิ|น|เ:ว|อ:ร:์|ช:ั|น|	I|n|v|e:r|s:i:o|n|
อ:ิ|น|เ:ว:อ|ร:์:ไ|ค|ล|ด|์|	I|n|v:e|r|c|l|y:d|e|
อ:ิ|น|เ:ว:ิ|ร:์|ด|	I|n|w:a|r|d|
อ:ิ|น|แ:ก:ร|ม|ส:์|	I|n:g|r:a|m|s|
อ:ิ|น|แ:ล|น|ด:์|	I|n|l|a:n|d|
อ:ิ|น|โ:ด|	I|n|d:o:e|
อ:ิ|น:โ|ด|น|ี|เ:ซ|ี|ย|	I|n|d|o:n|e|s|i|a|
อ:ิ|น:โ|ด|ย:ุ|โ|ร|เ:ป|ี:ย|น|	I|n|d:o|-:e:u|r|o|p|e|a:n|
อ:ิ|น|โ:ด:อ|า:ร|ย|ั|น|	I|n|d:o|-:a:r|y|a|n|
อ:ิ|น|โ:ด:อ|ิ|ร|า|เ:น|ี:ย|น|	I|n|d:o|-:i|r|a|n|i|a:n|
อ:ิ|น|โ:ด|เ:ย|อ|ร|ม|น|ิ|ก|	I|n|d:o:-|g|e|r|m|a:n|i|c|
อ:ิ|น|โ:ท:ร|	I|n:t|r:o|
อ:ิ|น|โ:ท:ร|ด|ั|ก|ช:ั|น|	I|n:t|r:o|d|u|c|t:i:o|n|
อ:ิ|น|โ:ท|เ:ว|ิ:่:น|	E|n|t:h:o|v|e:n|
อ:ิ|น|โ:น:เ|ว|ช:ั|น|	I|n|n:o|v:a|t:i:o|n|
อ:ิ|น:ไ|ซ|ด|์|	I|n|s|i:d|e|
อ:ิ|น|ไ|ซ|ต:์|	I|n|s|i|g:h:t|
อ:ิ|น:ไ|ซ|เ|ด|อ:ร:์|	I|n|s|i|d|e:r|
อ:ิ|น:ไ|ด|เ|ร|ก|ต:์|	I|n|d|i|r:e|c|t|
อ:ิ|น:ไ|ร|ต:์|	E|n|r:i|g:h:t|
อ:ิ|น:่:า|	I|n:a|
อ:ิ|บ|ุ|ล|ล|ิ:โ:อ|ส:โ|ก|ป|ิ|ก|	E|b|u|l|l|i:o|s|c|o:p|i|c|
อ:ิ|บ|เ:ซ|น|	I|b|s|e:n|
อ:ิ|บ|เ:ซ|น|,|	I|b|s|e:n|,|
เ:ฮ|น|ร|ิ|ก|	H|e:n|r|i|k|
อ:ิ|ป|เ:ซ|ิ:่:น|	I|p|s|e:n|
อ:ิ|ป|เ:ป|ิ:้:น|	I|p|p|e:n|
อ:ิ|พ|ิ:ล|ิ|ม|เ:น|ี:ย|น|	E|p:i|l|i|m|n|i|o:n|
อ:ิ|พ|ิ:ส|ท|า:ย|ล|ิ|ซ|	E|p:i|s|t|y|l|i|s|
อ:ิ|ฟ|ล|ิ|น|	E|v:e|l|y|n|
อ:ิ|ม|บ|ร|อ|ส|	I|m|b|r|o|s|
อ:ิ|ม|บ|ร|ี|้|	E|m|b|r|e|e|
อ:ิ|ม|พ|อ|ร:์|ต|	I|m|p|o|r|t|
อ:ิ|ม|พ|อ|ส|ซ|ิ|เ:บ:ิ|ล|	I|m|p|o|s|s|i|b|l:e|
อ:ิ|ม|พ|ั|ล|ส|์|	I|m|p|u|l|s|e|
อ:ิ|ม|พ|ิ:น|เ:จ|อ:ร:์|	I|m|p:i|n|g|e:r|
อ:ิ|ม|พ|ี:ย:์|	I|m|p|e:y|
อ:ิ|ม|พ:ี:เ|ร|ี:ย|ล|	I|m|p:e|r|i|a:l|
อ:ิ|ม|พ:ี|แ:ด|น|ซ|์|	I|m|p|e:d:a|n|c|e|
อ:ิ|ม|ฮ|อ|ฟ:ฟ:์|	I|m|h|o|f:f|
อ:ิ|ม|ั|ล|ช:ั|น|	E|m|u|l|s:i:o|n|
อ:ิ|ม|ั:ล|ซ:อ:ย|ด:์|	E|m|u:l:s|o:i|d|
อ:ิ|ม|ิ|ช:ั|่:น|	E|m|i:s|s:i:o|n|
อ:ิ|ม|ิ|ต|เ:ต|อ:ร:์|	E|m|i|i:t|t|e:r|
อ:ิ|ม|เ:บ:ิ|ร:์|ต|	I|m|b:e|r|t|
อ:ิ|ม|เ|ล|ย:์|	I|m|l|a|y|
อ:ิ|ม|แ:พ|ก|ต:์|	I|m|p|a:c|t|
อ:ิ|ม|แ:พ|ค|เ:ต|อ|ร:์|	I|m|p|a:c|t|o|r|
อ:ิ|ม|โ:บ:เ|ด|ิ:น|	I|m|b:o|d:e|n|
อ:ิ|ร|ั|ก|	I|r|a|q|
อ:ิ|ร|า|เ:น|ี:ย|น|	I|r|a|n|i|a:n|
อ:ิ|ร|ิ|ก|	E|r|i|c|
อ:ิ|ร|ิ|ค|า|เ:ช|ี|ย:ส|	E|r|i|c|a|c|e|o:u:s|
อ:ิ|ร|ิ|เ:ด|ี:ย|ม|	I|r|i|d|i|u:m|
อ:ิ|ล|ค|ิ|น|	E|l|k|i|n|
อ:ิ|ล|ต|ิ|ส|	I|l|t|i|s|
อ:ิ|ล|ร|อ|ด|	E|l|r|o|d|
อ:ิ|ล|ล|ิ:ง|เ:ว:ิ|ร:์|ท|	I|l|l|i:n:g|w:o|r|t:h|
อ:ิ|ล|ล|ิ|น|อ|ย:ส:์|	I|l|l|i|n|o|i:s|
อ:ิ|ล|ส|ต|ั:้:น|	E|l|s|t|o:n|
อ:ิ|ล|ส|ล|ี:ย:์|	I|l:l|s|l|e:y|
อ:ิ|ล|ส:์|	E|a:l:e|s|
อ:ิ|ล|ี|ต|	E|l|i|t:e|
อ:ิ|ล|เ:ด|ร|จ|	E|l|d|r:e|d:g:e|
อ:ิ|ล:เ|ม|ไ|น|ต|์|	I|l|m:e|n|i|t|e|
อ:ิ|ล|เ:ว|ล|	E|l|w:e:l|l|
อ:ิ|ล:โ:ล|น:่:า|	I|l:o|n:a|
อ:ิ|ล:ไ:ค|น|์:ด|	E|l:k|i:n|d|
อ:ิ:ล|ไ|ล|ต|์|	I|l|l|i:t|e|
อ:ิ|ส|ก|ั|น|ด|า|ร:์|	I|s|k|a|n|d|a|r|
อ:ิ|ส|ต|ร|ิ|จ|	E|a:s|t|r|i|d:g:e|
อ:ิ|ส|ต:์|เ:ม:ิ|น|	E|a:s|t|m:a|n|
อ:ิ|ส|บ|ิ|ส|เ:ต|อ:ร:์|	I|s|b|i|s|t|e:r|
อ:ิ|ส|ร|า|เ:อ|ล|	I|s|r|a|e|l|
อ:ิ|ส|ร|า|เ:อ|ล|ส:์|	I|s|r|a|e|l|s|
อ:ิ|ส|ล|า|ม|า|บ|ั|ด|	I|s|l|a|m|a|b|a|d|
อ:ิ|ส|ล|า|เ:ม|ี|ย|	I|s|l|a|m|i|a|
อ:ิ|ส|เ:ซ:อ|ช|า:เ:อ|อ:ร:์|	I|s|s:a|c:h|a|r|
อ:ิ:ส|เ:ซ:ิ|ร:์|ด|	I:z|z:a|r|d|
