ה|י:ט:פ|י|ל|ד|	H|e:t:f:i|e|l|d|
ד|א|מ|י|א|נ|ו|ב|י:ט:ש|	D|a|m|j|a|n|o|v|i:c|
פ|ר|א|ו|	F|r|a|u|
ל|א|נ|י|ז|י|	L|a|n|e|s|e|
ק|י|ד|	K|y|d|
א|ל|פ|ו|נ|ס|ו|	A|l|f|o|n|s|o|
פ|ר|י|ד|ר|י|ק|	F|r|e|d|e:r|i|c|
ו|י|ט|י|ג|	W|i|t:t|i|g|
ש:ב|	C:h:e:b|
ק:ו:ס|	C:o:a:s:e|
ק|ר|ו|ק:י:ט|	C|r|o|c:k:e:t:t|
ט|א|ו|פ|ו|	T|a|u|p|o|
ס|ר|פ|ס|ק|א|	S|r|p|s|k|a|
פ|ר|ג|ו|ס|ו|ן|	F|e:r|g|u|s|o|n|
מ|א|ט|א:ו:ס|	M|a|t|t:h:a:u:s|
ק|א|ר|ל|ט|ו|ן|	C|a|r|l|t|o|n|
ק:ו:ס|ט|	C:o:a:s|t|
ד|ג:'|ו:ר:ו|	D|j|o:u:r:o:u|
ט:ו:פ|ר|	T:o:p:h:e|r|
ק|ו|ס|י|י|	Q|u|s|a|y|
ל|ו|ק|ז|א|ק|	L|u|c|z|a|k|
מ|א|ל|ו|ן|	M|a|l|o|n:e|
ק|א|נ|פ|ו|ר|י|	K|a|n|f|o|r|y|
ק|א|ר|ט|י|ס|	C|u|r|t|i|s|
ס|י|פ:א:נ|ד|ו|ן|	S|i|p:h:a:n|d|o|n|
ג:'|ו|ל|	J|o|e:l|
ג|א|נ|ג|נ|י|ה|י:ס:ו|	G|a|n|g|n|i|h|e:s:s:o:u|
י|ו|ק|י:א|	Y|u|k|i:y:a|
ו|י|ק|י|	W|i|k|i|
ט|ו|ר|ו|ס|י|ד|י|ס|	T|o|r|o|s|i|d|i|s|
ק|י|ק|י|	K|i|k|i|
מ|י|ק|י|	M|i|k|i|
ז|ו|ר|ן|	Z|u|r|n|
ס:פ|	S:e:p:p|
ה:י:ק|ר|ס|ב|י|ר|ג|ר|	H:i:c:k|e:r|s|b|e|r|g|e:r|
ק|י|א|ר|א|ן|	C|i|a|r|a|n|
א|ב|ח|ו|ר|	A|b|h|u|r|
י|ו|א|ן|	Y|o|a|n|
ר|א|ל|ס|ט|ו|ן|	R|a|l|s|t|o|n|
ס|ק:ו:פ|י|ל|ד|	S|c:o:f:i|e|l|d|
פ|י|ל|י|פ|י|	F|e|l|i|p|e|
ה|י|י:ל|י|	H:a|y|l|e:y|
ש|ר|ק|	S:h|r:e|k|
ו|ל|א|ד|י|ק|א|	V|l|a|d|i|c|a|
ב|א|ה|	B|a|h|
ג:'|ו|ן|	J|o|a:n|
ד:א:ם|	D:a:m:m:e|
ק|ר|ו|ת:ר:ס|	C|r|o|t:h:e:r:s|
ב|י|ר|ק|ל|י|	B|e|r|k:e|l:e|y|
ה:א|י|ג:':ר|ו|ג|ר|א:פ:י|	H|y|d:r|o|g|r|a:p:h:y|
ג:י:ר|ו:ק:א|ס|ט|ר|	G:j:i:r:o|k:a|s|t|e:r|
ק|ו|ב|י|	C|o|b|i|
ד|נ|ש|ו:א:י|	D:e|n|s:h|a:w:a:i|
ק|א|ר:ו|	K|a|o:r:u|
א|נ|ד|ר|י|א|ס|	A|n|d|r|e|a|s|
א|ל|מ|א:ל:ח|	E|l|m|a:l:e:h|
ק|ו|ר|ט:י:ס|	C|u|r|t:i:s:s|
ר|ו|ג|י:ב:י|ן|	R|o|g|g:e:v:e:e|n|
ק|א|פ|ק|א|	K|a|f|k|a|
ר:י:ד|ל|	R:i:e:d|l|
ו|י|נ|י:ט:י|א|ן|	V|e|n|e:t:i:a|a|n|
א:י:פ|ל|	E:i:f:f:e|l|
ר|א|ט|ו|מ|י|ר|	R|a|t|o|m|i|r|
ל|א|נ|ס|י|נ|ג|	L|a|n|s|i|n|g|
ק|א|ה|א|נ|א|	K|a|h|a|n|e|
ז|א|ו|ר|י|	Z|a|u|r|i|
ר|א|ד|ה|א|	R|a|d|h|a|
מ:ו:ד|י:ל|י|א|נ|י|	M:o:d:i:g|l|i|a|n|i|
ע|י|ן|	A|y|n|
ק|א|ל|ו|ש|א|	K|a|l|u|s:h|a|
ר:א:ד|י|	R:a:d:h|i|
ל|ו|ר:י|	L|u|r:i:e|
ר|י|נ|ס|י|נ|ב|ר|י|נ|ק|	R|e|n|s|e|n|b|r|i|n|k|
ב|ו|ט|י|ל|י|	B|u|t|e|l:l|e|
ד|ר|ב|י:י|ט|	D|e:r|v|i|t:e|
ע|ל|י|א|	A|l|i|a|
ס|א|ט|ר|א|פ|י|	S|a|t|r|a|p|i|
א|ר|מ|א|נ|ד|	A|r|m|a|n|d|
א|ל|י|א|	E|l|i|a|
ק|א|י|א|ו:ו:א|	K|a|j|a|v:a|
ד|י|ז|נ:י|	D|i|s|n:e:y|
ו|י|ק|ט|ו|ר|י|א|נ|ו|	V|i|c|t|o|r|i|a|n|o|
ה:ל:מ|א|ן|	H:e:l:m|a|n|
פ|א|ס|ק|א|נ|י|	P|a|s|c|a|n|i|
ל:י:ט|ג|י|ב|	L:e:i:t|g|e|b|
ר|ו|ז:ו:ו|ל|ט|	R|o|o:s:e:v:e|l|t|
מ|א|ל|י|ב|א|י|	M|a|l|i|v|a|i|
ס|א|ל|י|	S|a|l:l|y|
ד|י|ם|	D:e|e|m|
מ|ו|ר|י|ס|י:ט|	M|o|r|i|s|s:e:t:t:e|
ז|י:ל:ע|	Z|e:i:l:a|
א:ו:ק|ו|ו|נ|ו:א:נ|י|	O:k|w|u|n|w:a:n:n|e|
ד|י|א|ו|א|ר|א|	D|i|a|w|a|r|a|
א|נ|ג|ל|י|א|	A|n|g|l|i|a|
ק:י:נ|א|ס|ט|	K:i:e:n|a|s|t|
ט|ו|ג|'|י|	T|u|g|c|e|
ד|ר|א|ק|ו|	D|r|a|c|o|
מ|ו|מ|ב|א|י|	M|u|m|b|a|i|
ס|י|ס|ו|מ|א|ג|א|	S|e|s|u|m|a|g|a|
מ:ו:ט|ס|ט:י:ג|	M:e:u:t|s|t:e:g:e|
פ|ו|ל|י|י|ן|	P|o|l|y|e|n:e|
ס|א|נ|ט|י|	S|a|n|t|e|
ס|ו|ז|א|ן|	S|u|s|a|n|
ס|א|נ|ט|א|	S|a|n|t|a|
ס|ו|ס|א|ק|	S|u|s|a|k|
ה|ו|ל|ק|ר|	H|o|l|c|e:r|
ג|א|ד|י|ש|	G|a|d|i|s:h|
ס|א|נ|ט|ו|	S|a|n|t|o|
ב|ו:ל|	B|o:u:l:l:e|
ד|י:ב:א|	D|e:b:b:a:h|
ה|ו|ש|י|	H|o|s:h|i|
ש:א:מ|ו|ן|	C:h:a:m:o|u|n|
מ:א:י|ר|א|	M:y|r|a|
ה|ا|י|ר|ו|ב|ס|ק|י|	H|e|y|r|o|v|s|k|y|
ב|י|ל|ו|נ|י|	B|e|l:l|o|n|e|
ב:א:ק|ר|	B:u:c:k|e:r|
נ|י|ל|י|ס|	N|e|l:l|i|s|
ט|ס|ו|נ|א|י|ו|ש|י|	T|s|u|n|a|y|o|s:h|i|
ק|א|ר|ו:ל:א|י|ן|	C|a|r|o:l|i|n:e|
ט|א|ב|ו:ק:י|	T|a|b|u:c:c:h:i|
ט|י|נ|ג|	T|i|n|g|
ג|ו|ט|נ|ב|ר|ג|	G|u|t:e|n|b|e:r|g|
מ|א|י|ל|א|ר|ט|	M|a|i|l:l|a|r|t|
ק|י|נ|ג|	K|i|n|g|
ל|י|נ|ג|	L|i|n|g|
מ|י|נ|ג|	M|i|n|g|
מ|א|ה|א|ר|א|ש|ט|ר|א|	M|a|h|a|r|a|s:h|t|r|a|
ב|י|נ|ג|	B|i|n|g|
ר|ג:':ו|ס|ק|י|	R|e:j:e:w|s|k|i|
א:נ:ד|ר:ס:ן|	A:n:d:e|r:s:s:e:n|
ל|ו|ק|ל:י:ר|	L|o|c|k:l:e:a:r|
ח|ב|ר|י|	H:a|b|r|e|
א:פ:ל|י|ק|	A:f:f:l:e|c|k|
ג:':ל|ו:ל|	D:j:e:l:l|o:u:l|
ב|ג:א:ג|	B|e:g:a:g|
ק|י|ס|א|ר|י|ב|	K|e|s|a|r|e|v|
צ:י:מ|ב|א|ל|א|ר|	T:s:y:m|b|a|l|a|r|
ד:ו:ר|א:ס:ו|	D:h:o:r|a:s:o:o|
ג|ר|י|נ|ל|א|נ|ד|	G|r:e|e|n|l|a|n|d|
ב|ר|י|ט|א|ן|	B|r|i|t|a|i:n|
א|ל|מ|ו|נ|י|א|	A|l|m|u|n|i|a|
ס|י|ל|א|י|ד|ז|י:ט:ש|	S|i|l|a|j|d|z|i:c|
ב|י|א|ר|נ|י|	B|j|a|r|n|i|
פ|ר|א|נ|ז|	F|r|a|n|z|
ה:ל|	H:a:l:l:e|
פ|א|נ|ט|י|נ|י|	F|a|n|t|i|n|i|
ז:א:י|ד:י:ה|	Z:a:i:d|i:y:y:a:h|
ד|י|ל|א|ס|	D|e|l:l|a|s|
ק|ר|י|ס|ט|ו|פ|ו|ר|ו|	C|r|i|s|t|o|f|o|r|o|
ק|ו|נ|ט|א|ד|ו|ר|	C|o|n|t|a|d|o|r|
ג:':נ|ט:ל:ס|ק:י|	G:e:n:t:i|l:e:s:c:h|i|
מ:ג:'|י|ד|	M:a:j:e|e|d|
צ:':ר|י|	C:h:e:r:r|y|
ל:ג:'|נ|ד|	L:e:g:e|n|d|
ג|ו|ד|י|ל|י|	G|u|d|e|l|j|
מ:ש:ה|	M:o:s:h:e|
ק|א|ר|ד|י|נ:ל|	C|a|r|d|i|n:a:l|
ק|י|ל|א|	K|i|l|a|
מ|י|ל|א|	M|i|l|a|
ב|י|ל|ס|ט|ר|ו|ם|	B|i|l:l|s|t|r|o|m|
ה:א|צ:'|י|ס|ו|ן|	H:u:t|c|h:i|s|o|n|
ד|ו|פ|א|ס|	D|u|p|a|s|
ז|ו|ז|י|מ|ו|	Z|o|z|i|m|o|
פ|י|נ|י|	P|i|n|i|
ש:ו:י|ר|י|	S:h:w:e|r|y|
ו|י|ו|א|ל|ד|י|	V|i|v|a|l|d|i|
ר|ס|ו:ל|	R:a|s|o:u:l|
ק|ל|י|מ|י|נ:ס|	C|l|e|m|e|n:c:e|
ז|ו|ר|ו|	Z|o|r|o|
ב|ו|ט|ו|ר|	B|u|t|o|r|
ט|ו|ר|ט|ו|ל|א|	T|o|r|t|o|l|a|
ו:נ:ז|ו|י|ל|א|	V:e:n:e:z|u|e|l|a|
ד|י|נ|י|	D|i|n|i|
ה:א:י|מ:ו:ר|	H:i:g:h|m:o:r:e|
ת:ו:ר|מ|א|ן|	T:h:u:r|m|a|n|
ק|א|ל|ס|ט|ר|ו|ם|	K|a|l:l|s|t|r|o|m|
ד|ו|ר|י|ק:ס|	D|u|r|i|x|
ק:י|ו|ר:י|	C|u|r:i:e|
ט|י|מ|ו|ש|י|נ|ק|ו|	T|y|m|o|s:h|e|n|k|o|
ע:ל:י|ו|י|	A:l:i:o|u|i|
ג|א|ר|מ:נ:ד|י|א|	G|a|r|m:e:n:d|i|a|
ט|ו|ק|ו|ג|א|ו|א|	T|o|k|u|g|a|w|a|
ב|ו|ב|נ|י|ק|	B|u|b|n|i|k|
ר|ו|ד:ר|	R|o|e:d:e:r|
א|ל|ב|א|ר|א|ד|ו|	A|l|v|a|r|a|d|o|
ר:ו|	R:o:u:x|
ק|ו|ש|י|	K|o|s:h|i|
ב|ו|ר|ק|	B|u|r|k:e|
י|ו|ר|ק|מ|י|ק|	J|u|r|k:e|m|i|k|
ג:'|ו|נ|ב|י|נ|י|ט|	J|o|n|b|e|n|e|t|
י|ו|ק|י|ו|	Y|u|k|i|o|
א|מ|צ:י:ה|	A|m|a:t:z:i:a|
ר|א|י|מ|ו|ן|	R|a|e|m|o|n|
ט|א|מ|ב:ו:ר|א|	T|a|m|b:o:u:r|a|
ז|י|נ|ט|א|	Z|i|n|t|a|
ק:ן|	K:e:n|
ה|י|י|ל|נ|ס|	H|e|y|l:e|n|s|
מ|א|ר|י|ו|ס|	M|a|r|i|u|s|
ק:ר:י|ס:ט:י|	C:h:r:i|s:t:i:e|
ק|א|ר|ל|	C|a|r:e|l:l|
ב:ן|	B:e:n|
נ:א:י|ט|ו|ן|	K:n:i:g:h|t|o|n|
ק|א|ר|א:ט:י|ר|א|	C|a|r|r:e:t:e|r|a|
מ|ו|ז|ד|ל|י|פ|ה|	M|u|z|d|a:l|i|f|a:h|
ק|ו|ר|ד|י|ס|ט|א|ן|	K|u|r|d|i|s|t|a|n|
ז:א:ק|ר|מ:א:ן|	Z:u:c:k:e|r|m:a:n:n|
ל|א|ס|ל|א:נ:ד|	L|a|s|l|a:n:d:e:s|
ל|א|מ:א:י|ן|	L|a|m:i|n:e|
ס|ו|א|ר|י|ז|	S|u|a|r|e|z|
ר:א:ש|	R:u:s:h|
ט|ר|י|מ:ו:ל|י|נ|א|ס|	T|r|e|m:o:u:l|i|n|a|s|
מ|י|נ|ו|ט|	M|i|n|o|t|
ס|ל|א|ב|א|	S|l|a|v|a|
ס:א:ר|	S:a:r:r|
ו|י|ק|א|ש|	V|i|k|a|s:h|
ה|י|ר|ש|י|ל|	H|e|r|s:c:h|e|l|
א:ב:י|	A:b:i:e|
ט:ו:מ|י|	T:o:o:m:e|y|
ל|א|ס|ט|	L|a|s|t|
ד|מ:ב:ל|ד|ו|ר|	D|u:m:b:l:e|d|o|r:e|
ט|ו|ס|י:ט:ש|	T|o|s|i:c|
ש:מ|ו:ל:ק|	S:c:h:m|o:l:c:k|
ק:א:ר|	C:a:r:r|
ט|ו|ב|י|ן|	T|o|b|i|n|
ק|ו|ס|א|ו|	K|u|s|a|o|
ק|א|ד|ל|י|ץ|	K|a|d|l|e|c|
ד:פ:נ|א|	D:a:f:n|a|
ל|י|ב|י|ו|	L|i|v|i|u|
פ|ו|ט|ו|ן|	F|u|t|o|n|
פ|ר|א|נ|ש|י|נ|י|	F|r|a|n|c|i|n|i|
צ:':א|מ|ו|ט|	C:h|a:m|o|t|
ב|ר|ו|ה|י|ן|	B|r|u|h|i|n|
ק|א|נ|ט|י|	K|a|n|t|e|
ג|ו|ס|ט|א|ב|ו|	G|u|s|t|a|v|o|
ש|י|ק|א:ר:ד|	S:c:h|i|c|k:a:r:d|
ט:ו:מ|א|ס|	T:h:o:m|a|s|
מ:ו:ס|ו|	M:u:s:s|o|
ס|ו|ס|ק|י:ט:ש|	S|o|s|k|i:c|
מ|י|ל|ו|ר|א|	M|e|l|o|r|a|
ה:א:י|ד:ו:ק|	H|a:j:d:u:k|
מ|י|ר|ב|י|ן|	M|e|r|v|y|n|
מ|ו|ד|א|ר|	M|u|d|a|r|
ק|ר|ו|ג|ר|	K|r|u|g|e:r|
ב|ל|א|ג|ו|י|ה|	B|l|a|g|o|j|e|
ל:י:ר|ד|	L:a:i:r|d|
ו|ל|א|ד|ו|	V|l|a|d|o|
ח:ו:ס|א|ם|	H:o:s:s|a|m|
ו|ו|ל|ד|מ|ו|ר|ט|	V|o|l|d:e|m|o|r|t|
א|ד|י|ב|	A|d|i|b|
ד:ו:ק|י|ר|ט|י|	D:o:c:h|e|r|t|y|
ק|ו|ק|ו|ש|ק|א|	K|o|k|o|s:c:h|k|a|
ס|א|מ|ס|ו|ן|	S|a|m|s|u|n|
נ:י:ס|א|ן|	N:i:s:s|a|n|
ג:י|ס|ק|א|ר|ד|	G:u:i|s|c|a|r|d|
נ|ג:'|י|ב|	N:a|j|i|b|
ס|א|ל|א|מ|פ:ס:י|	S|a|l|a|m|p:e:s:s:y|
א:י:ב|ו|	I:v|o|
ר|ו|י:ס:י|	R|o|u:i:s:s:i|
ד:א:ל|	D:a:h:l|
ב|ו|ר|א|ל|	B|o|r|a|l|
ש|ר:י:ף|	S:h|a:r:i:f|
ס|א|מ|ס|ו|ן|	S|a|m|s|o|n|
ג:'|ר:מ:י|	J|e:r:e:m:y|
א:י|ו|ס|י|ף|	I|o|s|i|f|
ח|ו|ס|נ|י|	H|u|s|n|i|
נ|י|ק|ו|ל|א|י|	N|i|c|o|l|a|i|
ב|ר|י|ג:':ט|	B|r|i|d:g:e:t|
ס|ל:ה:ב|	S|a:l:h:a:b|
ס|א|ל|י|נ|ק|ו|	S|a|l|e|n|k|o|
ה|ו|ל|ט|	H|o|l|t|
ק|י|א|ר|	K|j|a|r|
ל|ו|נ|ד|ן|	L|o|n|d|o:n|
ר|י|נ:ו|	R|e|y:n:a:u:d|
י:ב:ג|נ|י|	Y:e:v:g:e|n|y|
ק|א|ר|ב|א|כ|א|ל|	C|a|r|b|a|j|a|l|
ב|ו|ל|ט|	B|o|l|t|
ק|ו|ל|ט|	C|o|l|t|
ב|ו|י|ט|ן|	B|u|y|t:e|n|
ז|י|ק|ו|	Z|i|c|o|
י:ו:ס|י|	J:u:s:s|i|
פ|ר|ו|פ|י:י|ן|	P|r|o|p|a|n:e|
ר|י|ש:ט:ה|ו:פ:ן|	R|i|c:h:t:h|o:f:e:n|
ר|י|ק|ו|	R|i|c|o|
פ:י:ר|א|ר|י|	F:e:r:r|a|r|i|
ט|א|ק|א|ג|י|	T|a|k|a|g|i|
ס:י:נ|ק:י:ב|י:ט:ש|	S|i:e:n:k:i|e:w:i:c:z|
י|ו|ש:צ:'|נ|ק|ו|	Y|u|s:h:c:h:e|n|k|o|
מ|י|ו|ג:'|ן|	M|y|o|j|i:n|
ל|א|ו|ר|ו|	L|a|u|r|o|
ל|י|א|נ|ד|ר|ו|	L|e|a|n|d|r|o|
נ|י|ק|ו|	N|i|c|o|
ב|א|ה|א|מ|א|ס|	B|a|h|a|m|a|s|
פ:כ:ר|י|	F:a:k:h:r|i|
ב|ו|ר|נ|ס|ט|א:י|ן|	B|o|r|n|s|t:e|i|n|
ז:י:ג|י:ד|	S:z:e:g:e|d|
ו:י:ו|	V:i:e:w|
ה|א|ש:מ:י|א|ן|	H|a|s:h:e:m:i|a|n|
א:י|נ|ד|י|א|נ|א|	I|n|d|i|a|n|a|
א:י:ב|ר|א|	E:v|r|a|
א|ס|ט|י|ל|י|	E|s|t|i|l|i|
פ:ו:ט|ו|ש|ו|פ|	P:h:o:t|o|s:h|o|p|
ד|א|ל|י|	D|a|l:l|i|
ק|ו|נ|ס:ט:נ|ס|	C|o|n|s:t:a:n|s|
ל:ו:ס|י|ן|	L:e:u:c|i|n:e|
ה:ל|	H:u:l:l|
ד|ו|ס|א|ן|	D|u|s|a|n|
ל|ו|ל|י|א|	L|u|l|e|a|
י|ו|ג:'|י|ן|	E|u|g|e|n:e|
ד|א|נ|ט|ה|	D|a|n|t|e|
ו:ס|	W:e:s|
ל:ס|	L:e:s|
ב|א|ל|מ:ר|	B|a|l:l|m:e:r|
פ|א|ס|ק|ו|א|ל|	P|a|s|q|u|a|l|
א|י|ס|	A|e|s|
ט:ו|צ:':י|	T:u:c|c:i|
ג:'|ו:נ:ז|	J|o:h:n:s|
ק|ו|ל|מ|א|ן|	C|o|l:e|m|a|n|
ר:א|ו:ב:ן|	R|e:u:v:e:n|
ע:י:ר|א:ק:י|	I:r:a:q|i|
ס|ל:א:ח|	S|a:l:a:h|
ס|ק|ו|ט|י|	S|c|o|t:t|y|
ז:ו:ק|ו:ר:ו|	X:u:c:u|r:u|
צ:':א|ן|	C:h|a:n|
ק|א|ר|ל|ה|א:י|נ|ז|	K|a|r|l|h:e|i|n|z|
ק:ו:ן|	K:u:h:n|
ב|ל|מ|ו|נ|ד|ו|	B|e:l|m|o|n|d|o|
פ:י|י:ש:א|נ:ס|	P|a:t:i:e|n:c:e|
ק|ר|ו|ג|	K|r|u|g|
ר|ו|ל:פ:ס|	R|o|l:f:e:s|
פ|ו|א|נ|ק|א|ר|ה|	P|o|i|n|c|a|r|e|
א:י:מ|א|מ|ו|ר|א|	I:m|a|m|u|r|a|
ר|א|י|נ|ה|ו|ל|ד|	R|e|i|n|h|o|l|d|
א:ו:ר|נ|י|ל|א|	O:r|n|e|l:l|a|
א:ו|ט|א|ד|א|	U|t|a|d|a|
נ|י|ר|	N|i|r|
ק|ש:ו:ע|	K|a:s:h:u:a|
ו:י:ה|ו|ר|ס|ט|	W:i:e:g:h|o|r|s|t|
א:נ:י|ו|	E:n:n:i|o|
ג:ו:ג|ן|	G:a:u:g:u|i:n|
ג|ו|ש|ו|	G|o|s:h|o|
ה|א|מ|פ|ד|ן|	H|a|m|p|d:e|n|
ג|'|א|מ|פ|י|י|ר|ו|	G|i|a|m|p|i|e|r|o|
מ|ר:נ:פ|ט|א|ח|	M|e:r:n:e:p|t|a|h|
ס:ו:ב|א|ג|'|	S:a:u:v|a|g|e|
ל:א|י|ב:ל|י|	L|i|v:e:l|y|
ג|י|נ:ת|ו|ן|	G|i|n:a:t|o|n|
ל|י|ז|א|	L|i|z|a|
ז|א|ו|ר|	Z|a|u|r|
ש|ו|ל|	S:c:h|o|l:l|
פ|י|ל|ט|ו|ן|	P|e|l|t|o|n|
פ|י|י|ר|ו|	P|i|e|r|o|
ב|ו|י|ב|ו|ד|י|נ|א|	V|o|j|v|o|d|i|n|a|
ג:נ:א|ר|ו|	G:e:n:n:a|r|o|
ע:י|ר|א|ק|	I|r|a|q|
ו|י|ל|י|א|ם|	V|i|l|i|a|m|
ס|ט|א|ד|	S|t|a|d:e|
פ:י:ק|	F:i:q:h|
ב|ר|י:ا:ל|	B|r|a:i:l:l:e|
ש|א|פ|י|ר|א|	S:h|a|p|i|r|a|
ש|א|ק|י|ב|	S:h|a|k|i|b|
ק|ו|ל|ו|נ|א|	C|o|l|u|n|a|
ג|א|ל|י|	G|a|l:l|i|
ג:ו:ד|מ|א|ן|	G:o:o:d|m|a|n|
ר:נ:ש|ל:ר|	R:e:n:s:c|h:l:e:r|
ו|י|ל|נ|י|ו|ס|	V|i|l|n|i|u|s|
ר|ו:ק|ו:ו:ל|	R|o:c:k|w:e:l:l|
ג|א|ל|א|	G|a|l:l|a|
ד|י|מ|ב|א|	D|i|m|b|a|
ז:א:ק|א|ר|י|ל|י|	Z:a:c:c|a|r|e|l:l|i|
ק|ו|נ|ס|ט|א|ב|ל|	C|o|n|s|t|a|b|l:e|
ה|א:ב:ל|	H|u:b:b:l:e|
ש|א:ק|ל|ט|ו|ן|	S:h|a:c:k|l:e|t|o|n|
ס|ר|ג:':י|ו|	S|e:r|g:i|o|
ש|י|א|ב|ו|נ|י|	S:c:h|i|a|v|o|n|e|
מ|י|ל|ז|	M|i|l:l|s|
א:ח:מ|ד|	A:h:m:a|d|
ו|ר|נ|ר|	W|e:r|n|e:r|
מ|י|נ|ץ|	M|i|n|t:z|
פ|א|נ|א|ג:ו|ל|י|א|ס|	P|a|n|a|g:o:u|l|i|a|s|
ב|א|נ|ג:ו|ר|א|	B|a|n|g:o:u|r|a|
ד|י|מ|י|ט|ר|י|	D|i|m|i|t|r|i|
פ|א|ל|א|	F|a|l:l|a|
ל|י|ב|ר|	L|i|b|r:e|
ס:ו:כ|ו|י|	S:u:k:h|o|i|
ט|א|י|מ|א|נ|ו|ב|	T|a|i|m|a|n|o|v|
ל|י|ל|י|	L|i|l:l|y|
ל|ו|פ|א|ט|י|ל|י|	L|u|p|a|t|e|l:l|i|
ס|י|מ|א|ק|	S|e|m|a|k|
א:י|ר|א|	I|r|a|
א:ו:פ|ר|	O:f|e:r|
ר|ו:ד|ו:ל:ף|	R|o:u:d|o:l:p:h:e|
ט:י:נ|א|נ|ט|	T:e:n:n|a|n|t|
ס|ט|ו|ן|	S|t|o|n:e|
מ|ו|ד|ר|י|ק|	M|u|d|r|i|k|
א|ל|ק:ס|א|נ|ד|ר|י|נ|א|	A|l:e|x|a|n|d|r|i|n|a|
פ|א|נ|ט|א|	F|a|n|t|a|
ב:י:ט|	B:e:t:t:e|
פ|ר|א|נ:ס|	F|r|a|n:c:e|
ו|ר|נ|ר|	V|e:r|n|e:r|
ח:א|ג:'|	H:a:d|j|
ס|ט|א|ל|ו|ן|	S|t|a|l:l|o|n:e|
מ|ל|א|ל|	M:a|l|a|l|
ר|ו|ד:י:ק|	R|o|d:d:i:c:k|
ק:ו|נ:י:ו|	C|u:g:n:o:t|
ב:נ|י|ל|ו|ק:ס|	B:e:n|e|l|u|x|
ל:ו:ב|י:ן|	L:e:u:v:e|n|
ל|ו:ק|ה|י|ד|	L|o:c:k|h:e|e|d|
ר|א|נ|ד|	R|a|n|d|
ט|א|ב|ו|ר|ד|א|	T|a|b|o|r|d|a|
ד|ו:נ:ם|	D|u:n:a:m|
ט|ו:ל|ו|ן|	T|o:u:l|o|n|
ב|ו|ב|ק|א|	B|u|b|k|a|
ט|ר|י|נ|ט|ו|ן|	T|r|e|n|t|o|n|
ב|ו|ג|נ|י|ט|	B|u|g|n|e|t|
צ:'|י|ק|א|ו|	C|h:i|k|a|o|
ל|א|נ|ד|ר|י|	L|a|n|d|r|y|
ש|ר|ו|ד|ר|	S:c:h|r|o|d|e:r|
ש:ע:ב|ו|	C:h:a:a:b|o|
מ|א|ד:א:ל|י:נ:א|	M|a|d:d:a:l:e|n:a|
פ|י|ט|ר|ו|	P|e|t|r|u|
מ:ס:ב|א|ח|	M:e:s:b|a|h|
ז:י:מ|ר|	Z:i:m:m:e|r|
ג|ר:א:פ|ש:א:פ|	G|r:a:a:f:s|c:h:a:p|
ת:ו|א:י|ט|	T:h:w:a|i|t:e|
ס|ל|ט|ן|	S|e:l|t:e|n|
פ|י|ו|ר|י|	F|i|o|r|e|
ק:ר:י|ס|ט|י|	C:h:r:i|s|t|y|
ה|א|ו|פ|ט|מ:א:ן|	H|a|u|p|t|m:a:n:n|
ה|א|נ|ס|י|	H|a|n|s|i|
פ:י:ר|י|ן|	P:e:r:r|i|n|
ק|ל:א:ם|	K|a:l:a:m|
ס|מ|ו|ל|א|ר|י|ק|	S|m|o|l|a|r|e|k|
ר|ו|ס|ט|י|	R|o|s|t|i|
ב|א|נ|ט|ו|ן|	B|u|n|t|o|n|
ה|ר|ו|ל|ד|	H|e:r|o|l|d|
ב:א:ל|י:ט:ש|	B:a:l:j|i:c|
ב:ו|ב|ו:ל|י|נ|א|	B:o:u|b|o:u:l|i|n|a|
ק|א|ל|א|ף|	K|a|l|a|f|
ג|א|ר|ס|י|א|	G|a|r|c|i|a|
ק|ר|י|ס|ט|י|א|נ|ס:ן|	K|r|i|s|t|i|a|n|s:e:n|
פ:י:ל|י|פ|	P:h:i:l:l|i|p|
ו:ר:ת|י|נ|ג|ט|ן|	W:o:r:t:h|i|n|g|t|o:n|
ד|מ|י|ט:ר:י|	D|m|i|t:r:i:y|
ד|ו|ר|ג:'|י|	D|o|r|j|i|
נ|י|א|נ|ד|ו|ר|ו|	N|y|a|n|d|o|r|o|
א|ל|ו|נ|א|	A|l|o|n|a|
ט:ד|	T:e:d|
ב|ו|ג|ו|ט|א|	B|o|g|o|t|a|
ק|א|ט|ו|ן|	C|a|t:t|o|n|
א|ל|ו|נ|י|	A|l|o|n|i|
ג:'|ל:א:ל|	J|a:l:a:l|
מ|י|ק|ו|ל|א|י|ב|	M|y|k|o|l|a|i|v|
ר:מ:א|ל|	R:a:m:m:a|l|
ק|א|ס|י|ם|	Q|a|s|i|m|
ו:א:י|ט|	W:i:g:h|t|
ל|ו|א|ל|	L|u|o|l|
מ|ו|נ|ו|נ|ו|ק|	M|o|n|o|n|o|k:e|
ל:ב|	L:e:v|
ש|ר|ו:ו:ד|	S:h|e:r|w:o:o:d|
ד|א|ו:ו:י|נ|י|ו|	D|a|v:i|n|i|o|
ה|י|ר|ד|א|	H|e|r|d|a|
א:י|ב|י|ר|י|א|	I|b|e|r|i|a|
מ|ו|ר|י|ש|י|מ|א|	M|o|r|i|s:h|i|m|a|
